chr	center	observed_log	atac_pred_log	true_residual	class	multimodal_residual
chr12	113468173	2.944439	4.9713063	-2.0268674	accessible_not_acetylated	-1.1718688
chr7	137846864	2.1972246	4.2238693	-2.0266447	accessible_not_acetylated	-1.3869011
chr17	7705157	2.3025851	4.32888	-2.0262947	accessible_not_acetylated	-0.994643
chr10	12643489	2.4849067	4.510881	-2.0259743	accessible_not_acetylated	-0.7838478
chr10	71719821	2.5649493	4.590914	-2.0259645	accessible_not_acetylated	-0.8617296
chr7	98230410	2.5649493	4.590863	-2.025914	accessible_not_acetylated	-0.7456262
chr17	36768552	2.0794415	4.1050577	-2.0256162	accessible_not_acetylated	-0.89285874
chr12	9448079	3.4011974	5.426581	-2.0253835	accessible_not_acetylated	-0.47971725
chr22	39350460	2.7080503	4.7327604	-2.0247102	accessible_not_acetylated	-1.2673106
chr8	19013717	2.8332133	4.8577213	-2.024508	accessible_not_acetylated	-0.9368398
chr20	25058182	2.0794415	4.103572	-2.0241303	accessible_not_acetylated	-1.116688
chr6	161308310	2.6390574	4.6630507	-2.0239933	accessible_not_acetylated	-0.5836978
chr6	168413582	3.1780539	5.201907	-2.0238533	accessible_not_acetylated	-0.762311
chr20	61662891	2.3978953	4.4213095	-2.0234141	accessible_not_acetylated	-0.89735675
chr21	33025907	2.0794415	4.1028533	-2.0234118	accessible_not_acetylated	-0.6206808
chr8	120124399	2.8332133	4.856435	-2.0232215	accessible_not_acetylated	-0.46387482
chr7	150060689	2.8332133	4.8562956	-2.0230823	accessible_not_acetylated	0.20502377
chr10	102230505	3.2580965	5.281099	-2.0230024	accessible_not_acetylated	-0.7522836
chr17	4498705	2.7725887	4.7945056	-2.0219169	accessible_not_acetylated	-0.9826145
chr8	144396286	2.7725887	4.7944264	-2.0218377	accessible_not_acetylated	-0.6558728
chr17	60767064	2.9957323	5.017408	-2.0216756	accessible_not_acetylated	-0.9125662
chr20	1304927	2.0794415	4.1010942	-2.0216527	accessible_not_acetylated	-0.9173813
chr8	232997	3.1354942	5.157091	-2.021597	accessible_not_acetylated	-0.3271823
chr6	24481714	2.8332133	4.8545375	-2.0213242	accessible_not_acetylated	-0.47022247
chr7	128940690	3.0445225	5.065776	-2.0212533	accessible_not_acetylated	-0.6848178
chr8	41331385	2.8332133	4.8540497	-2.0208364	accessible_not_acetylated	-0.67881393
chr22	24175352	2.7725887	4.7930183	-2.0204296	accessible_not_acetylated	-0.60294485
chr18	33440567	3.0910425	5.1111817	-2.0201392	accessible_not_acetylated	-0.87097406
chr7	17989050	2.5649493	4.5849743	-2.020025	accessible_not_acetylated	-0.2877531
chr7	128890817	2.8903718	4.910328	-2.019956	accessible_not_acetylated	-1.2113886
chr12	125861828	2.4849067	4.5043173	-2.0194106	accessible_not_acetylated	-0.8028014
chr7	1863284	2.944439	4.9635134	-2.0190744	accessible_not_acetylated	-0.8654318
chr10	101570124	3.2580965	5.276811	-2.0187147	accessible_not_acetylated	-0.8349185
chr17	81732445	2.4849067	4.5028844	-2.0179777	accessible_not_acetylated	-0.845752
chr8	48921714	2.9957323	5.01336	-2.0176277	accessible_not_acetylated	-0.50885725
chr22	28792788	2.9957323	5.0130844	-2.017352	accessible_not_acetylated	-0.42503214
chr12	94948594	2.6390574	4.656309	-2.0172517	accessible_not_acetylated	-0.9120257
chr22	46122630	3.1780539	5.195258	-2.0172043	accessible_not_acetylated	-1.0194325
chr22	24600226	2.3025851	4.3187094	-2.0161242	accessible_not_acetylated	-0.9892771
chr8	48735311	2.4849067	4.5009975	-2.0160909	accessible_not_acetylated	-1.0073843
chr10	45672775	3.583519	5.599367	-2.0158482	accessible_not_acetylated	-0.92558
chr7	74027788	2.6390574	4.654849	-2.0157917	accessible_not_acetylated	-0.59919024
chr17	19024902	2.6390574	4.6545897	-2.0155323	accessible_not_acetylated	-1.0292454
chr7	158587786	3.0910425	5.1065598	-2.0155172	accessible_not_acetylated	-0.8033204
chr17	68049219	2.8903718	4.905711	-2.0153394	accessible_not_acetylated	-0.1413207
chr7	76583446	2.8903718	4.9054604	-2.0150886	accessible_not_acetylated	-0.19885111
chr6	34438918	2.1972246	4.212282	-2.0150576	accessible_not_acetylated	-0.43199396
chr7	1719249	2.8332133	4.8482065	-2.0149932	accessible_not_acetylated	-0.9098599
chr17	64848012	2.5649493	4.579765	-2.0148156	accessible_not_acetylated	-0.11890125
chr20	63309695	3.0445225	5.0593224	-2.0147998	accessible_not_acetylated	-0.89478254
chr20	63526160	2.7080503	4.7228336	-2.0147834	accessible_not_acetylated	-0.35857058
chr10	128494897	2.6390574	4.6533365	-2.0142791	accessible_not_acetylated	-0.6718855
chr7	11832198	1.7917595	3.8059971	-2.0142376	accessible_not_acetylated	-1.097801
chr10	37995916	1.3862944	3.4002085	-2.013914	accessible_not_acetylated	-0.91176844
chr8	2354793	2.0794415	4.0933003	-2.0138588	accessible_not_acetylated	-0.64139676
chr21	8759233	3.0445225	5.0583205	-2.013798	accessible_not_acetylated	-2.0189342
chr12	4445614	1.0986123	3.1119943	-2.013382	accessible_not_acetylated	-0.4569316
chr10	3318660	2.3025851	4.3159666	-2.0133815	accessible_not_acetylated	-1.0379367
chr21	25872487	2.8903718	4.903518	-2.0131464	accessible_not_acetylated	-0.6418071
chr20	10219671	3.0445225	5.057475	-2.0129526	accessible_not_acetylated	-0.7593856
chr7	48455555	2.8332133	4.8460655	-2.0128522	accessible_not_acetylated	-0.8326454
chr12	34363212	2.944439	4.957239	-2.0128002	accessible_not_acetylated	-0.757874
chr12	56234931	2.3978953	4.410687	-2.0127916	accessible_not_acetylated	-0.59231305
chr21	14119243	2.8903718	4.9029775	-2.0126057	accessible_not_acetylated	-0.44762945
chr8	17027323	3.0910425	5.103264	-2.0122213	accessible_not_acetylated	-0.98374367
chr8	133191038	1.9459102	3.9579227	-2.0120125	accessible_not_acetylated	-0.7226529
chr12	128387988	2.6390574	4.6508555	-2.0117981	accessible_not_acetylated	-0.6091094
chr8	144332722	3.1780539	5.1892176	-2.0111637	accessible_not_acetylated	-0.43099928
chr8	52414085	2.4849067	4.4960613	-2.0111547	accessible_not_acetylated	-0.5181601
chr10	90857998	2.9957323	5.0068264	-2.011094	accessible_not_acetylated	-0.91155624
chr17	56593902	2.6390574	4.6495667	-2.0105093	accessible_not_acetylated	-1.3982584
chr22	29412974	2.6390574	4.649497	-2.0104396	accessible_not_acetylated	-0.120575905
chr7	41892545	2.3978953	4.4081993	-2.010304	accessible_not_acetylated	-0.58679295
chr8	30557226	2.5649493	4.5751863	-2.010237	accessible_not_acetylated	-0.53513193
chr12	70366959	3.1780539	5.188285	-2.010231	accessible_not_acetylated	-1.0915022
chr22	23565446	2.3978953	4.408088	-2.0101929	accessible_not_acetylated	-1.0397608
chr12	12830696	2.4849067	4.495056	-2.0101495	accessible_not_acetylated	-0.74813366
chr7	152736684	2.5649493	4.5747857	-2.0098364	accessible_not_acetylated	-0.7351911
chr17	3013142	2.7725887	4.782151	-2.0095625	accessible_not_acetylated	-0.992085
chr12	119153723	2.944439	4.9538865	-2.0094476	accessible_not_acetylated	-0.059174538
chr7	1468967	2.6390574	4.648469	-2.0094116	accessible_not_acetylated	-0.95075107
chr10	103667584	3.1354942	5.144724	-2.0092297	accessible_not_acetylated	-0.20506859
chr12	131474504	2.7725887	4.781674	-2.0090852	accessible_not_acetylated	-0.71528196
chr18	61582040	2.7725887	4.781114	-2.0085254	accessible_not_acetylated	-0.5624747
chr6	7480053	2.5649493	4.573249	-2.0082996	accessible_not_acetylated	-0.592818
chr8	59119755	3.0445225	5.05225	-2.0077274	accessible_not_acetylated	-0.60078955
chr7	44113528	3.1780539	5.1854258	-2.007372	accessible_not_acetylated	-0.8538022
chr7	155994009	2.3025851	4.3099346	-2.0073495	accessible_not_acetylated	-0.7719631
chr7	103280167	2.8332133	4.8405204	-2.007307	accessible_not_acetylated	-0.9146309
chr12	6914647	3.0445225	5.0517774	-2.0072548	accessible_not_acetylated	-0.9346137
chr17	82823262	2.7080503	4.7147565	-2.0067062	accessible_not_acetylated	-0.73087096
chr7	64946936	2.6390574	4.6453643	-2.006307	accessible_not_acetylated	-0.7573726
chr20	32052187	2.3978953	4.40403	-2.0061345	accessible_not_acetylated	-0.9400978
chr6	131135828	3.4011974	5.4070473	-2.0058498	accessible_not_acetylated	-1.1093497
chr22	48943980	2.5649493	4.57047	-2.0055206	accessible_not_acetylated	-0.7403927
chr12	132621068	2.944439	4.9498587	-2.0054197	accessible_not_acetylated	-0.9044509
chr6	33009622	2.6390574	4.64442	-2.0053627	accessible_not_acetylated	-0.78625846
chr17	37655895	2.5649493	4.570086	-2.0051367	accessible_not_acetylated	-0.6455362
chr7	75985660	2.7725887	4.7777195	-2.0051308	accessible_not_acetylated	-1.111906
chr17	44374903	2.9957323	5.0008445	-2.0051122	accessible_not_acetylated	-0.8712764
chr8	92876565	3.583519	5.5885935	-2.0050745	accessible_not_acetylated	0.013225079
chr18	79954519	2.3025851	4.307534	-2.004949	accessible_not_acetylated	-0.72387505
chr8	143599169	3.218876	5.22375	-2.0048742	accessible_not_acetylated	-0.93446445
chr21	46127009	2.6390574	4.643025	-2.0039675	accessible_not_acetylated	-0.9365208
chr20	25860019	2.4849067	4.4887495	-2.0038428	accessible_not_acetylated	-0.6958697
chr12	47942517	2.5649493	4.5682554	-2.0033062	accessible_not_acetylated	-0.8428509
chr10	125370776	2.8903718	4.893387	-2.003015	accessible_not_acetylated	-0.55155563
chr7	8433835	3.1354942	5.1380806	-2.0025864	accessible_not_acetylated	-0.78257275
chr22	46681172	2.3978953	4.400195	-2.0022998	accessible_not_acetylated	-0.5975907
chr10	133201584	2.3025851	4.3048334	-2.0022483	accessible_not_acetylated	-1.2790818
chr22	11492756	1.0986123	3.100621	-2.0020087	accessible_not_acetylated	-0.071457386
chr20	23605973	2.0794415	4.0813866	-2.001945	accessible_not_acetylated	-0.70657325
chr20	30614932	2.4849067	4.4855843	-2.0006776	accessible_not_acetylated	-0.058604717
chr17	31516959	3.1780539	5.1782203	-2.0001664	accessible_not_acetylated	-0.21286106
chr20	63574289	3.3672957	5.367048	-1.999752	accessible_not_acetylated	-0.7906666
chr20	63559700	3.0445225	5.0442295	-1.999707	accessible_not_acetylated	-1.1332643
chr17	63700163	3.0445225	5.043995	-1.9994724	accessible_not_acetylated	-1.1764293
chr8	96495118	2.7725887	4.7719846	-1.9993958	accessible_not_acetylated	-0.9729991
chr8	97849743	2.8332133	4.8325644	-1.999351	accessible_not_acetylated	-0.039215565
chr6	19837369	1.3862944	3.3855824	-1.9992881	accessible_not_acetylated	-0.97599983
chr22	46537170	0.6931472	2.6923819	-1.9992347	accessible_not_acetylated	-1.934802
chr6	108117898	2.7080503	4.70716	-1.9991097	accessible_not_acetylated	-0.9114139
chr8	96493830	2.7080503	4.706895	-1.9988446	accessible_not_acetylated	-1.1125014
chr20	48657057	2.8903718	4.88916	-1.9987884	accessible_not_acetylated	-0.2858529
chr17	30651265	2.8332133	4.8314676	-1.9982543	accessible_not_acetylated	-0.24557686
chr17	18377764	1.7917595	3.7898846	-1.9981251	accessible_not_acetylated	-1.1227393
chr7	50159320	2.8332133	4.8312554	-1.9980421	accessible_not_acetylated	-0.7027559
chr12	11500784	2.3025851	4.3006034	-1.9980183	accessible_not_acetylated	-1.2019563
chr12	122863048	2.6390574	4.636704	-1.9976466	accessible_not_acetylated	-0.62842274
chr6	29942469	2.3025851	4.3001447	-1.9975595	accessible_not_acetylated	-0.8780441
chr6	77650361	2.944439	4.941902	-1.9974632	accessible_not_acetylated	-0.64994335
chr10	44292749	2.4849067	4.482292	-1.9973855	accessible_not_acetylated	-1.3619804
chr10	50698035	2.944439	4.9416695	-1.9972305	accessible_not_acetylated	0.3512745
chr22	27551613	1.9459102	3.9428282	-1.996918	accessible_not_acetylated	-0.78677773
chr10	93206838	2.1972246	4.194085	-1.9968605	accessible_not_acetylated	-0.4765935
chr20	46709706	2.8332133	4.830044	-1.9968305	accessible_not_acetylated	-1.028378
chr22	50271836	3.1780539	5.174774	-1.9967203	accessible_not_acetylated	-0.8380532
chr20	10674001	3.1780539	5.1745915	-1.9965377	accessible_not_acetylated	-0.90150166
chr12	107134807	3.0445225	5.040684	-1.9961617	accessible_not_acetylated	-0.4387927
chr8	80171446	3.295837	5.2916174	-1.9957805	accessible_not_acetylated	-0.8271942
chr8	38924533	2.5649493	4.5599365	-1.9949872	accessible_not_acetylated	-0.39802027
chr17	63698090	2.7725887	4.7670507	-1.994462	accessible_not_acetylated	-0.6807203
chr6	163712792	2.8332133	4.827447	-1.9942336	accessible_not_acetylated	-0.80349684
chr12	44876966	2.7725887	4.766821	-1.9942322	accessible_not_acetylated	-0.9163089
chr22	39020193	3.0445225	5.038644	-1.9941213	accessible_not_acetylated	-0.56578255
chr20	38601854	2.8903718	4.884309	-1.993937	accessible_not_acetylated	-0.51138115
chr10	128078671	2.7080503	4.7019625	-1.9939122	accessible_not_acetylated	-0.70304847
chr20	45469582	2.4849067	4.478809	-1.9939022	accessible_not_acetylated	-0.88003707
chr21	44302854	2.6390574	4.632918	-1.9938605	accessible_not_acetylated	-0.30679607
chr20	10047592	2.0794415	4.0732512	-1.9938097	accessible_not_acetylated	-0.55626464
chr7	44020381	3.0910425	5.0847826	-1.9937401	accessible_not_acetylated	-0.5582509
chr7	66494780	3.218876	5.2125425	-1.9936666	accessible_not_acetylated	-0.5598693
chr8	93700509	3.0910425	5.084706	-1.9936633	accessible_not_acetylated	-1.016901
chr18	63319911	3.295837	5.2893286	-1.9934916	accessible_not_acetylated	-1.0557528
chr20	18019327	2.6390574	4.6325474	-1.99349	accessible_not_acetylated	-0.35008574
chr8	141555069	2.6390574	4.63253	-1.9934728	accessible_not_acetylated	-0.42858696
chr10	75193961	2.3978953	4.3911943	-1.993299	accessible_not_acetylated	-0.66451144
chr18	59220167	1.609438	3.6027143	-1.9932764	accessible_not_acetylated	-1.4987986
chr10	133267578	2.8903718	4.883272	-1.9929004	accessible_not_acetylated	-0.9654598
chr6	138692807	3.0445225	5.037314	-1.9927914	accessible_not_acetylated	-0.9973645
chr8	47188919	2.9957323	4.988194	-1.9924617	accessible_not_acetylated	-1.066359
chr8	18387290	2.7725887	4.764833	-1.9922442	accessible_not_acetylated	-0.8611579
chr10	43046757	2.7725887	4.7644787	-1.99189	accessible_not_acetylated	-0.73442984
chr20	19583990	2.6390574	4.6308527	-1.9917953	accessible_not_acetylated	-0.50472116
chr7	63900242	2.944439	4.9359665	-1.9915276	accessible_not_acetylated	-0.64542484
chr10	80474015	2.7080503	4.6995463	-1.9914961	accessible_not_acetylated	-0.6133771
chr12	123151133	3.465736	5.4564962	-1.9907603	accessible_not_acetylated	-1.2186427
chr6	71420886	1.609438	3.599855	-1.990417	accessible_not_acetylated	-0.8091314
chr18	62325436	3.0445225	5.0348077	-1.9902852	accessible_not_acetylated	-0.98687696
chr22	45672149	3.295837	5.2859354	-1.9900985	accessible_not_acetylated	-1.0383468
chr17	3678265	2.3025851	4.2923546	-1.9897695	accessible_not_acetylated	-1.2011724
chr17	20852823	2.9957323	4.9853497	-1.9896173	accessible_not_acetylated	-0.7740445
chr22	42152525	2.4849067	4.4744806	-1.989574	accessible_not_acetylated	-1.1696479
chr7	5811558	2.7725887	4.7621317	-1.989543	accessible_not_acetylated	-0.49797773
chr21	44637355	2.0794415	4.0688086	-1.989367	accessible_not_acetylated	-0.66886115
chr12	130776545	2.9957323	4.9849873	-1.989255	accessible_not_acetylated	-0.7096906
chr22	37429172	2.4849067	4.4740925	-1.9891858	accessible_not_acetylated	-0.83503747
chr12	14568652	3.2580965	5.2470493	-1.9889529	accessible_not_acetylated	-0.5734997
chr6	118409076	2.6390574	4.627928	-1.9888704	accessible_not_acetylated	-0.36168146
chr12	39866308	2.5649493	4.553755	-1.9888055	accessible_not_acetylated	-0.54798126
chr12	120656226	2.4849067	4.4734836	-1.9885769	accessible_not_acetylated	-1.1415727
chr18	44679377	2.944439	4.9328947	-1.9884558	accessible_not_acetylated	-0.18066311
chr8	1733718	2.4849067	4.473025	-1.9881182	accessible_not_acetylated	-0.46057415
chr17	45432916	2.3025851	4.290415	-1.9878297	accessible_not_acetylated	-1.0855291
chr20	36344847	2.4849067	4.4724193	-1.9875126	accessible_not_acetylated	-0.82040334
chr20	62549685	2.5649493	4.552392	-1.9874427	accessible_not_acetylated	-0.7988732
chr8	144500978	3.2580965	5.245532	-1.9874356	accessible_not_acetylated	-1.0122089
chr20	37915277	2.5649493	4.5517426	-1.9867933	accessible_not_acetylated	-0.80106544
chr10	113108661	2.7725887	4.7592	-1.9866114	accessible_not_acetylated	-0.5434542
chr12	131224661	3.3672957	5.3536587	-1.9863629	accessible_not_acetylated	0.04207039
chr22	41914892	3.0910425	5.077236	-1.9861937	accessible_not_acetylated	-1.278882
chr17	46851389	3.0910425	5.077148	-1.9861054	accessible_not_acetylated	-1.0695276
chr6	168071814	2.7080503	4.6940036	-1.9859533	accessible_not_acetylated	-0.6229086
chr12	37547825	2.7080503	4.6934905	-1.9854403	accessible_not_acetylated	-1.0633097
chr20	21506325	3.0445225	5.0294323	-1.9849098	accessible_not_acetylated	-0.8441601
chr6	122482029	3.1780539	5.162778	-1.984724	accessible_not_acetylated	-0.41662216
chr17	491329	2.8332133	4.8178225	-1.9846091	accessible_not_acetylated	-1.0545042
chr18	41936985	2.6390574	4.6236596	-1.9846022	accessible_not_acetylated	-0.55544615
chr12	123907950	2.8332133	4.8178005	-1.9845872	accessible_not_acetylated	-1.027972
chr20	23750937	1.609438	3.5938065	-1.9843686	accessible_not_acetylated	-0.47301674
chr12	119303380	2.1972246	4.181551	-1.9843264	accessible_not_acetylated	-0.06824827
chr18	46096827	3.0445225	5.028813	-1.9842904	accessible_not_acetylated	-0.4160285
chr10	120949062	2.8332133	4.817321	-1.9841075	accessible_not_acetylated	-0.18561172
chr10	12349371	3.2580965	5.2418594	-1.983763	accessible_not_acetylated	-0.8603449
chr12	122835475	3.218876	5.2026005	-1.9837246	accessible_not_acetylated	-1.120883
chr20	57622671	2.5649493	4.548417	-1.9834678	accessible_not_acetylated	-0.4176526
chr7	121328900	2.8903718	4.8737373	-1.9833655	accessible_not_acetylated	-0.5382695
chr22	44180889	2.1972246	4.18038	-1.9831553	accessible_not_acetylated	-0.6292958
chr10	42866858	3.0445225	5.02754	-1.9830177	accessible_not_acetylated	-0.23698139
chr22	24231258	2.944439	4.9273043	-1.9828653	accessible_not_acetylated	-1.087712
chr22	49369221	2.7080503	4.6908317	-1.9827814	accessible_not_acetylated	-0.8599005
chr8	18668040	2.9957323	4.977971	-1.9822388	accessible_not_acetylated	-0.60426426
chr7	30911710	2.8903718	4.8721647	-1.9817929	accessible_not_acetylated	-0.90962243
chr17	42282816	3.0445225	5.02574	-1.9812176	accessible_not_acetylated	-0.60450315
chr20	36854697	2.7080503	4.6892176	-1.9811673	accessible_not_acetylated	-0.7222421
chr7	65838705	2.7725887	4.753668	-1.9810791	accessible_not_acetylated	-0.7750094
chr20	3740369	2.6390574	4.6199284	-1.980871	accessible_not_acetylated	-0.71673346
chr8	88327488	1.9459102	3.926765	-1.9808547	accessible_not_acetylated	-0.93285155
chr6	79663877	2.7725887	4.7532845	-1.9806957	accessible_not_acetylated	-0.68934536
chr10	46462694	1.7917595	3.7722924	-1.9805329	accessible_not_acetylated	-0.6783185
chr20	3105070	2.3025851	4.2828608	-1.9802756	accessible_not_acetylated	-0.7057061
chr17	80260593	3.9318256	5.911828	-1.9800024	accessible_not_acetylated	-0.9152584
chr10	125895867	3.2580965	5.2377353	-1.9796388	accessible_not_acetylated	-0.92639065
chr22	38336314	2.8903718	4.869877	-1.9795051	accessible_not_acetylated	-0.6933522
chr17	73261880	2.1972246	4.176389	-1.9791646	accessible_not_acetylated	-0.68571377
chr7	29677513	2.8332133	4.812358	-1.9791446	accessible_not_acetylated	-0.023643017
chr12	11355590	0.0	1.9791425	-1.9791425	accessible_not_acetylated	-0.09977901
chr10	127854162	2.7725887	4.7516594	-1.9790707	accessible_not_acetylated	-0.67560863
chr7	38359209	2.9957323	4.97462	-1.9788876	accessible_not_acetylated	-0.12399864
chr7	100351928	2.7725887	4.7512326	-1.9786439	accessible_not_acetylated	-0.79486513
chr17	43906766	2.7725887	4.7511764	-1.9785876	accessible_not_acetylated	-0.8447902
chr18	11148762	1.609438	3.5880208	-1.9785829	accessible_not_acetylated	-1.3028085
