chr	center	observed_log	atac_pred_log	true_residual	class	multimodal_residual	sequence_residual
chr17	21376639	5.5947113	7.818939	-2.224228	accessible_not_acetylated	-2.8073301	-0.12190199
chr17	51331034	5.525453	7.7495213	-2.2240682	accessible_not_acetylated	-0.15632915	-3.091971
chr10	28926442	4.7095304	6.9325695	-2.2230392	accessible_not_acetylated	-0.7064724	0.1814065
chr12	56079592	8.933269	11.15615	-2.2228813	accessible_not_acetylated	-0.56187344	-3.0069542
chr6	84422571	4.454347	6.67698	-2.222633	accessible_not_acetylated	-0.44717264	0.59870815
chr6	49570746	6.6214056	8.843965	-2.222559	accessible_not_acetylated	0.22091675	0.124360085
chr17	67377264	7.614312	9.836329	-2.2220173	accessible_not_acetylated	-0.8380165	-0.58549213
chr20	25033029	5.525453	7.7468386	-2.2213855	accessible_not_acetylated	-0.38845444	0.40469837
chr6	170295829	6.736967	8.958253	-2.2212858	accessible_not_acetylated	-1.4420524	0.012620926
chr17	19111233	8.394799	10.615985	-2.2211857	accessible_not_acetylated	-0.17267036	-0.5365448
chr12	11031407	3.1354942	5.356471	-2.2209768	accessible_not_acetylated	0.14619017	2.0439253
chr21	44908196	6.066108	8.286899	-2.2207904	accessible_not_acetylated	-0.92132473	0.09045887
chr17	57995615	8.451481	10.671526	-2.220045	accessible_not_acetylated	-0.3862114	-2.6105337
chr6	166259045	6.395262	8.614351	-2.2190895	accessible_not_acetylated	-0.07466221	0.4523697
chr7	75147090	6.8211074	9.039443	-2.2183356	accessible_not_acetylated	-0.35846806	-0.66675186
chr20	63554144	7.895436	10.113632	-2.2181964	accessible_not_acetylated	-2.0285158	-2.1893153
chr22	30763947	5.525453	7.7416735	-2.2162204	accessible_not_acetylated	-0.94206333	0.12740517
chr7	79272295	3.6888795	5.904598	-2.2157187	accessible_not_acetylated	-1.2824874	0.3516264
chr21	21175039	8.675052	10.890472	-2.2154207	accessible_not_acetylated	-0.91339684	-2.5134897
chr17	16816040	5.09375	7.30887	-2.2151198	accessible_not_acetylated	0.66930866	1.0510392
chr12	49972317	5.583496	7.798614	-2.215118	accessible_not_acetylated	-0.11002922	0.46667814
chr22	20143361	6.317165	8.530116	-2.2129512	accessible_not_acetylated	-1.6243167	-1.0699744
chr21	36130276	6.423247	8.63567	-2.2124228	accessible_not_acetylated	-1.6238179	-1.2616925
chr7	73135031	5.866468	8.076367	-2.2098994	accessible_not_acetylated	-0.3063488	-0.36344624
chr8	142545734	6.359574	8.568851	-2.2092776	accessible_not_acetylated	-0.5116854	-0.68728495
chr8	133455912	5.1532917	7.36231	-2.2090182	accessible_not_acetylated	-0.53029394	-0.24140978
chr7	106947444	6.253829	8.4616995	-2.2078705	accessible_not_acetylated	-0.4663024	-0.91518164
chr10	103693133	7.0958934	9.300336	-2.2044425	accessible_not_acetylated	-1.1304932	-0.95200634
chr10	80356755	5.7838254	7.988223	-2.2043977	accessible_not_acetylated	-2.0399837	0.9187603
chr7	2477806	6.605298	8.80969	-2.2043924	accessible_not_acetylated	-1.4855022	-1.2663236
chr8	11015736	7.1884127	9.392606	-2.204193	accessible_not_acetylated	-1.6586332	-0.36408997
chr7	66205276	7.6993895	9.902193	-2.2028036	accessible_not_acetylated	-1.5375128	-0.84356976
chr10	46634878	6.7923446	8.994773	-2.2024283	accessible_not_acetylated	0.70787907	-2.0241408
chr12	62269152	9.141312	11.343543	-2.2022314	accessible_not_acetylated	-0.14053917	-4.0106096
chr8	123540381	6.6707664	8.872797	-2.2020307	accessible_not_acetylated	-0.9220629	0.7760954
chr7	4959213	3.6888795	5.887181	-2.1983013	accessible_not_acetylated	-3.2881534	1.4440904
chr8	42140479	7.6879973	9.8844	-2.196403	accessible_not_acetylated	-0.1754055	-0.5314512
chr6	149864214	8.683046	10.87833	-2.195284	accessible_not_acetylated	-1.1517229	-2.103302
chr20	57710001	6.7627296	8.957548	-2.1948185	accessible_not_acetylated	-1.183948	-0.6522522
chr7	40530	5.525453	7.7186894	-2.1932364	accessible_not_acetylated	-0.79927444	0.30974245
chr17	32079948	5.525453	7.71681	-2.1913571	accessible_not_acetylated	0.5245571	0.59703827
chr21	6499064	8.086718	10.277221	-2.1905031	accessible_not_acetylated	-0.8535166	1.7019634
chr17	8119744	8.43988	10.630199	-2.190319	accessible_not_acetylated	-0.093421936	-2.1035166
chr8	63262092	4.5108595	6.7010865	-2.190227	accessible_not_acetylated	-1.1726265	-0.3395381
chr7	90152844	5.525453	7.71494	-2.189487	accessible_not_acetylated	-0.36858416	0.35974312
chr22	39598554	6.5666723	8.7558	-2.189128	accessible_not_acetylated	-1.2636776	-0.23837471
chr7	55343459	6.6214056	8.80911	-2.187704	accessible_not_acetylated	-0.8382788	0.2509203
chr7	86914670	5.123964	7.311573	-2.1876092	accessible_not_acetylated	-0.39478064	-0.67283916
chr21	33025907	5.2522736	7.4390755	-2.186802	accessible_not_acetylated	-1.4216876	1.2484694
chr8	144466910	8.266679	10.453283	-2.1866045	accessible_not_acetylated	-1.1164169	-1.4732361
chr22	30289574	8.087948	10.272458	-2.1845102	accessible_not_acetylated	-1.1688957	-0.71028423
chr20	60116653	5.1416636	7.3259563	-2.1842928	accessible_not_acetylated	0.10264301	1.1568031
chr6	90296181	7.9448466	10.128741	-2.1838946	accessible_not_acetylated	-1.1407032	-0.58509827
chr22	20267536	7.986845	10.170671	-2.1838264	accessible_not_acetylated	-0.64278984	-1.8547373
chr21	40144147	5.1119876	7.294682	-2.1826944	accessible_not_acetylated	-0.70656586	2.0162902
chr6	42913919	5.5645204	7.7465854	-2.182065	accessible_not_acetylated	-0.5851927	-0.6733942
chr17	21405135	5.525453	7.7073245	-2.1818714	accessible_not_acetylated	-0.7775154	0.21314049
chr12	53938708	7.49887	9.679459	-2.1805887	accessible_not_acetylated	-0.98145485	-1.223259
chr21	10574662	5.525453	7.704776	-2.1793227	accessible_not_acetylated	-0.17149925	0.2974453
chr12	49903977	5.5529594	7.7322674	-2.179308	accessible_not_acetylated	-1.5892029	0.5607815
chr7	47233224	5.9427996	8.12174	-2.1789408	accessible_not_acetylated	-0.004447937	0.06366634
chr22	20703130	9.324739	11.503354	-2.1786146	accessible_not_acetylated	-1.0619173	-2.0168543
chr6	70957085	5.0875964	7.265919	-2.1783228	accessible_not_acetylated	-1.0752969	0.85415983
chr7	18086998	6.60123	8.778981	-2.177751	accessible_not_acetylated	-0.71038437	0.22944832
chr7	36108154	6.216606	8.394221	-2.1776152	accessible_not_acetylated	-0.20165253	-0.23033619
chr8	57420847	5.525453	7.7026043	-2.1771512	accessible_not_acetylated	-0.80430126	-1.2462692
chr6	52021153	4.94876	7.1249213	-2.1761613	accessible_not_acetylated	-0.92927694	0.8037138
chr18	31512546	6.684612	8.860087	-2.1754756	accessible_not_acetylated	-0.1471119	-1.2698803
chr6	32741385	3.7841897	5.959227	-2.1750374	accessible_not_acetylated	0.024500847	1.5322552
chr12	57739076	5.961005	8.135938	-2.1749325	accessible_not_acetylated	-1.028842	-0.3487711
chr10	86036676	5.5529594	7.7278585	-2.174899	accessible_not_acetylated	-0.5006871	0.90161705
chr20	61966187	6.216606	8.390726	-2.17412	accessible_not_acetylated	-1.8155522	-0.61856747
chr18	50195134	6.115892	8.289843	-2.1739507	accessible_not_acetylated	-1.8517771	-0.13138676
chr7	139483723	6.265301	8.439207	-2.1739058	accessible_not_acetylated	-1.8310366	-0.90034723
chr7	120273680	5.5683446	7.742106	-2.1737614	accessible_not_acetylated	-1.2220922	0.50306654
chr17	1179852	6.6214056	8.794614	-2.1732082	accessible_not_acetylated	-3.1953106	-1.047492
chr7	32964515	7.7016525	9.874714	-2.1730614	accessible_not_acetylated	-0.57144547	-1.441556
chr17	62654036	7.404279	9.57696	-2.1726804	accessible_not_acetylated	-0.9544573	-1.0196409
chr12	131311407	5.820083	7.992683	-2.1725998	accessible_not_acetylated	-0.6689367	0.20985746
chr8	17083194	3.583519	5.756101	-2.1725821	accessible_not_acetylated	0.58097315	2.4704547
chr12	3135662	5.7525725	7.924388	-2.1718154	accessible_not_acetylated	-0.16266966	-0.03382492
chr6	47439177	5.8318825	8.0035515	-2.171669	accessible_not_acetylated	0.3055191	0.067770004
chr6	47490218	8.209852	10.381354	-2.171502	accessible_not_acetylated	-0.7642698	-2.321475
chr6	45422079	7.153052	9.324258	-2.171206	accessible_not_acetylated	-1.3143482	-1.0081196
chr7	80638515	3.1780539	5.3492346	-2.1711807	accessible_not_acetylated	-0.2045803	2.5719962
chr6	25279235	8.485084	10.656211	-2.1711273	accessible_not_acetylated	-1.59937	-1.9155626
chr21	42234877	7.213032	9.3840685	-2.1710367	accessible_not_acetylated	-1.8876586	-0.5531101
chr22	19875965	7.0139155	9.184874	-2.170958	accessible_not_acetylated	-0.6162901	-1.5939102
chr7	45099786	7.517521	9.688108	-2.1705875	accessible_not_acetylated	0.12027073	-1.8593888
chr12	102769763	5.525453	7.6942825	-2.1688294	accessible_not_acetylated	-0.73945427	-0.22333527
chr7	157425554	6.8834624	9.05207	-2.1686072	accessible_not_acetylated	-1.2370863	-1.4999704
chr8	24942057	5.525453	7.6936817	-2.1682286	accessible_not_acetylated	-1.6792927	1.6445045
chr8	46257078	5.214936	7.3821054	-2.1671696	accessible_not_acetylated	-0.631155	0.44882202
chr7	75442548	8.422663	10.588354	-2.1656914	accessible_not_acetylated	0.16158867	-0.30623913
chr22	20605020	7.7266536	9.892286	-2.1656327	accessible_not_acetylated	0.038103104	-1.7720566
chr7	151876018	6.313548	8.479134	-2.1655855	accessible_not_acetylated	-2.2175307	0.7020817
chr7	95690604	5.805135	7.970076	-2.1649413	accessible_not_acetylated	0.22241926	-0.43307114
chr17	67378842	8.142936	10.306276	-2.1633406	accessible_not_acetylated	-1.0596638	-1.7383003
chr7	19117648	5.525453	7.6883817	-2.1629286	accessible_not_acetylated	-2.029213	0.30500746
chr18	12076525	5.5947113	7.756815	-2.1621037	accessible_not_acetylated	-0.5007329	-0.78201485
chr17	63622680	8.747511	10.909223	-2.1617117	accessible_not_acetylated	-1.044343	-2.7792206
chr20	38806376	7.9291267	10.089577	-2.16045	accessible_not_acetylated	-2.4631648	-2.4324455
chr6	152338728	4.65396	6.813116	-2.1591558	accessible_not_acetylated	0.19346666	1.1636252
chr20	63309695	6.249975	8.40825	-2.1582747	accessible_not_acetylated	-1.8828135	-1.4814386
chr17	81952296	5.525453	7.683472	-2.158019	accessible_not_acetylated	-1.0090728	-1.6567597
chr7	36153133	8.740497	10.898287	-2.1577902	accessible_not_acetylated	-1.2455416	-1.3518257
chr8	109644820	8.830104	10.987287	-2.1571827	accessible_not_acetylated	-1.2266665	-2.593175
chr6	106975408	7.3575563	9.514502	-2.1569452	accessible_not_acetylated	-1.3682127	-0.013285637
chr7	101165607	7.4832444	9.638353	-2.155109	accessible_not_acetylated	-0.37491608	-0.9226084
chr22	22647980	7.71913	9.872958	-2.1538281	accessible_not_acetylated	-1.7811441	-2.5086179
chr10	97849914	6.568078	8.721248	-2.1531696	accessible_not_acetylated	-2.5166326	-1.641767
chr17	61443679	5.638355	7.7902484	-2.1518936	accessible_not_acetylated	-0.5548148	1.1637807
chr10	102869452	4.5108595	6.6618156	-2.1509562	accessible_not_acetylated	-1.4127226	1.3009429
chr6	170612604	8.528133	10.677356	-2.1492224	accessible_not_acetylated	-0.29651546	-1.4317446
chr12	12891223	7.558517	9.706943	-2.1484256	accessible_not_acetylated	-0.9908104	-1.3493176
chr6	29633154	9.172743	11.319581	-2.1468382	accessible_not_acetylated	-1.4384718	-3.7915716
chr22	19029453	6.6745615	8.821205	-2.1466436	accessible_not_acetylated	-1.4471736	-2.1680508
chr7	26186734	9.014082	11.1594715	-2.1453896	accessible_not_acetylated	-0.35241985	-2.6327639
chr7	8363402	5.525453	7.6708183	-2.1453652	accessible_not_acetylated	0.08367586	0.10290623
chr7	128891437	7.2598195	9.405155	-2.1453357	accessible_not_acetylated	-1.5758219	-1.4417248
chr22	29727358	5.560682	7.7031975	-2.1425157	accessible_not_acetylated	-1.117229	0.2899971
chr20	62467212	6.2304816	8.372405	-2.1419234	accessible_not_acetylated	-1.3920155	-0.7318859
chr22	38843949	7.5432734	9.684618	-2.1413445	accessible_not_acetylated	-3.0251355	-4.3087316
chr21	45970834	6.4846354	8.625099	-2.1404638	accessible_not_acetylated	-0.8448701	-0.6995654
chr12	76879041	8.437717	10.578123	-2.1404057	accessible_not_acetylated	-1.1526651	-1.8111382
chr20	62412788	5.7071104	7.8473487	-2.1402383	accessible_not_acetylated	-0.7966342	-0.3301711
chr17	81519035	8.39886	10.538935	-2.1400747	accessible_not_acetylated	-1.282156	-2.2451038
chr10	122374572	7.041412	9.181483	-2.1400714	accessible_not_acetylated	-1.3602781	-0.9302521
chr20	23689025	4.8675346	7.0070043	-2.1394696	accessible_not_acetylated	-0.35851574	0.4212036
chr7	101718032	5.9687076	8.107522	-2.1388144	accessible_not_acetylated	-0.13650084	-0.092552185
chr7	48139550	5.525453	7.664252	-2.1387987	accessible_not_acetylated	-0.4411888	0.48845148
chr22	37580098	5.159055	7.2974515	-2.1383963	accessible_not_acetylated	-0.7836356	0.09982252
chr17	30693967	5.525453	7.6627045	-2.1372514	accessible_not_acetylated	-0.73965883	0.9696398
chr10	73911071	8.351611	10.488496	-2.1368847	accessible_not_acetylated	-1.3778038	-3.5169392
chr12	112404013	7.8328075	9.969213	-2.136405	accessible_not_acetylated	-0.50401497	-2.4354467
chr12	6558211	4.934474	7.0705833	-2.1361094	accessible_not_acetylated	-0.74196005	0.6162863
chr7	118196060	6.922644	9.058168	-2.1355243	accessible_not_acetylated	-0.19903469	-1.4324479
chr12	48995587	6.64379	8.778886	-2.135096	accessible_not_acetylated	-0.40380764	0.38890553
chr21	25431701	3.218876	5.3534927	-2.1346169	accessible_not_acetylated	-0.60583735	0.8732009
chr12	120640888	6.582025	8.715891	-2.1338658	accessible_not_acetylated	-1.7478752	-1.8766947
chr10	101238918	5.525453	7.6592636	-2.1338105	accessible_not_acetylated	-1.3642979	-0.1601634
chr20	62583629	4.762174	6.893835	-2.131661	accessible_not_acetylated	-1.4872203	-0.7497163
chr21	17693991	5.6869755	7.818545	-2.1315694	accessible_not_acetylated	-0.47093773	1.2566504
chr10	77927095	8.528133	10.659553	-2.1314192	accessible_not_acetylated	-0.8125076	-3.2226486
chr12	92650129	5.652489	7.783528	-2.1310387	accessible_not_acetylated	-0.15231466	0.25521517
chr8	22054856	7.553811	9.684036	-2.1302252	accessible_not_acetylated	-0.8214779	-2.1767964
chr17	81189828	5.57973	7.708243	-2.1285129	accessible_not_acetylated	-1.2677588	-0.054151535
chr6	12011959	8.595449	10.723833	-2.1283836	accessible_not_acetylated	-2.6774368	-1.8619976
chr20	2693966	6.016157	8.144104	-2.1279469	accessible_not_acetylated	-2.748695	0.45157528
chr21	44932810	6.3044486	8.431969	-2.12752	accessible_not_acetylated	-1.593225	-0.8350191
chr8	85463901	7.18007	9.307231	-2.127161	accessible_not_acetylated	-1.6967998	-0.8006468
chr6	73456060	6.505784	8.632613	-2.1268291	accessible_not_acetylated	0.11521149	-1.0789471
chr7	100374037	7.5147996	9.641132	-2.1263328	accessible_not_acetylated	-0.39399052	-1.8569613
chr6	135015347	5.8435445	7.969577	-2.1260324	accessible_not_acetylated	0.046016693	-0.19455338
chr22	20154980	7.1196356	9.2451935	-2.125558	accessible_not_acetylated	-1.2205935	-1.4032049
chr8	54457934	4.8121843	6.9377275	-2.125543	accessible_not_acetylated	-2.018712	2.987165
chr7	4792301	6.300786	8.426037	-2.1252508	accessible_not_acetylated	-1.8433738	0.72740555
chr7	1223376	5.525453	7.650025	-2.1245718	accessible_not_acetylated	-0.5944648	0.7249074
chr22	50149307	6.240276	8.364682	-2.1244063	accessible_not_acetylated	-0.71170473	-0.5159755
chr10	49607116	5.220356	7.344713	-2.1243572	accessible_not_acetylated	0.44051647	1.3267488
chr21	45337123	5.8021183	7.925407	-2.1232886	accessible_not_acetylated	-0.6304703	0.14635992
chr21	31429640	5.525453	7.6483345	-2.1228814	accessible_not_acetylated	-0.6215482	0.27629566
chr6	36840051	6.908755	9.031474	-2.1227193	accessible_not_acetylated	-2.6365895	-1.0442362
chr8	19757596	7.4552984	9.577386	-2.1220875	accessible_not_acetylated	-1.1727695	-0.9431839
chr8	143569078	8.080856	10.201988	-2.121132	accessible_not_acetylated	-1.7842684	-2.3310676
chr17	81528092	6.6214056	8.742251	-2.1208458	accessible_not_acetylated	-1.5285463	-0.8647642
chr10	21516865	7.780303	9.900226	-2.1199226	accessible_not_acetylated	-1.3193474	-3.3586202
chr12	62278215	8.276649	10.396149	-2.1194992	accessible_not_acetylated	-0.09899521	-2.4619193
chr10	132893956	5.1298985	7.248419	-2.1185203	accessible_not_acetylated	-0.7054844	0.34925508
chr10	133347331	5.710427	7.8279676	-2.1175408	accessible_not_acetylated	-1.5470676	-0.74754477
chr22	21417697	8.54811	10.6656475	-2.1175375	accessible_not_acetylated	-0.18940926	-2.2712708
chr21	44455441	6.135565	8.252949	-2.117384	accessible_not_acetylated	-2.5613933	1.9432716
chr8	78507710	4.0430512	6.160309	-2.1172576	accessible_not_acetylated	-0.23317528	0.26677418
chr10	79052454	6.591674	8.708319	-2.1166449	accessible_not_acetylated	-1.2553968	-1.7709756
chr17	31525989	6.947937	9.06404	-2.1161032	accessible_not_acetylated	-0.8741932	-1.5375419
chr22	31140568	6.206576	8.321112	-2.1145358	accessible_not_acetylated	-1.8236566	-0.72749376
chr10	5537410	5.525453	7.6393995	-2.1139464	accessible_not_acetylated	-0.44870234	-0.30443382
chr10	47461454	7.115582	9.2287445	-2.1131625	accessible_not_acetylated	-0.8250475	-1.2792358
chr17	15699614	8.06054	10.172625	-2.1120844	accessible_not_acetylated	-0.29339218	-0.5808687
chr21	43037093	6.216606	8.328657	-2.112051	accessible_not_acetylated	-0.10773277	0.804862
chr6	116616613	7.9076514	10.018647	-2.1109958	accessible_not_acetylated	-0.28709793	-0.99602413
chr7	8433835	7.584773	9.695764	-2.1109905	accessible_not_acetylated	-1.1367664	-1.4174051
chr6	138107605	7.548029	9.658786	-2.1107569	accessible_not_acetylated	-0.62956715	0.06398773
chr20	32052187	5.525453	7.635889	-2.110436	accessible_not_acetylated	-1.4761014	0.897171
chr17	62627735	6.645091	8.755297	-2.1102057	accessible_not_acetylated	-1.8873653	-0.5639534
chr8	108918586	5.1119876	7.2217126	-2.109725	accessible_not_acetylated	0.19765759	0.056218624
chr17	22508042	4.8598123	6.968872	-2.1090598	accessible_not_acetylated	-0.7194867	1.0208931
chr12	51849174	5.9584246	8.066612	-2.1081877	accessible_not_acetylated	-2.896976	-1.0582762
chr10	67855757	6.9411902	9.049364	-2.1081738	accessible_not_acetylated	-0.35392857	-1.7655149
chr10	71234218	7.1592917	9.266732	-2.1074405	accessible_not_acetylated	0.4244814	-1.2217731
chr22	18608657	7.1884127	9.294183	-2.10577	accessible_not_acetylated	-0.45406818	-1.7181277
chr20	10040339	5.043425	7.148941	-2.105516	accessible_not_acetylated	0.4615302	1.4606676
chr7	5283019	6.216606	8.3218	-2.105194	accessible_not_acetylated	-3.5055575	-0.79920435
chr6	100573378	4.553877	6.659027	-2.1051502	accessible_not_acetylated	-0.21860361	0.13294029
chr7	2511646	6.0473723	8.151734	-2.104362	accessible_not_acetylated	-1.5040092	-0.26419878
chr8	33566774	8.086718	10.190465	-2.1037474	accessible_not_acetylated	-0.5569744	-0.7752085
chr6	37699162	7.003974	9.10736	-2.103386	accessible_not_acetylated	-1.4214897	-0.04027939
chr8	60653558	7.9919305	10.095212	-2.1032815	accessible_not_acetylated	-0.51540375	0.15131474
chr7	156999905	8.417373	10.520284	-2.102911	accessible_not_acetylated	-0.5479641	-1.1133146
chr8	66589401	5.6240177	7.725722	-2.1017041	accessible_not_acetylated	-0.34255075	-0.08210468
chr12	93429664	7.111512	9.211726	-2.100214	accessible_not_acetylated	-0.24143696	-1.7554126
chr17	1342813	6.3456364	8.445821	-2.1001844	accessible_not_acetylated	-0.4954176	0.049669266
chr17	45601798	6.401917	8.502006	-2.1000886	accessible_not_acetylated	-1.2650394	1.1257067
chr12	111299007	5.8406415	7.940546	-2.0999045	accessible_not_acetylated	-1.1528211	-0.5826769
chr10	80132501	5.5134287	7.612877	-2.0994482	accessible_not_acetylated	-1.5961089	-0.14688206
chr18	78430213	5.288267	7.387476	-2.0992088	accessible_not_acetylated	-1.0500278	0.27608347
chr8	19313569	5.525453	7.622527	-2.097074	accessible_not_acetylated	-2.089315	0.83990383
chr22	50783652	7.8965526	9.993248	-2.0966954	accessible_not_acetylated	-0.6224203	-0.092718124
