chr	center	observed_log	atac_pred_log	true_residual	class	K562seq_to_GM_residual	K562mm_to_GM_residual	K562resSeq_to_GM_residual	K562resMM_to_GM_residual
chr18	80180067	1.609438	3.73702	-2.127582	accessible_not_acetylated	-1.5001342	0.263309	-0.5049257	-0.4265635
chr8	406836	2.1972246	4.324184	-2.1269593	accessible_not_acetylated	-0.15487432	-0.27336597	-0.787549	-0.6933465
chr7	94657134	2.7080503	4.834935	-2.126885	accessible_not_acetylated	-0.91953325	-0.03820896	-0.12879038	-0.08855963
chr17	78923648	0.0	2.1264486	-2.1264486	accessible_not_acetylated	0.0030636787	-0.245749	-0.51619697	-0.23169315
chr8	38468750	1.0986123	3.2247198	-2.1261075	accessible_not_acetylated	0.98251843	-0.6763277	-0.72780585	-1.0795715
chr10	54195050	0.6931472	2.8190575	-2.1259103	accessible_not_acetylated	-1.0464629	0.7814722	-0.011552334	0.27366304
chr8	88120748	0.0	2.125468	-2.125468	accessible_not_acetylated	0.9783211	1.0463371	0.40645504	0.3468809
chr17	47699001	0.0	2.1249132	-2.1249132	accessible_not_acetylated	-0.1566428	0.06469774	-0.87214196	-0.863909
chr21	24200270	0.6931472	2.817994	-2.124847	accessible_not_acetylated	-1.0092216	0.7599981	0.015486956	0.4419062
chr8	121641390	0.0	2.1239808	-2.1239808	accessible_not_acetylated	1.431808	-0.3601544	-0.15216875	-0.27460647
chr10	117542571	0.0	2.1239784	-2.1239784	accessible_not_acetylated	0.31383514	-0.8849437	-0.8051498	-1.1557761
chr22	21876734	0.0	2.1227074	-2.1227074	accessible_not_acetylated	0.037784576	1.3463192	-0.032408476	0.05672288
chr17	41812240	2.0794415	4.2020144	-2.122573	accessible_not_acetylated	-1.0689611	-0.53241396	-0.8116858	-0.66250753
chr17	43025240	1.0986123	3.220976	-2.1223638	accessible_not_acetylated	0.1601057	0.4728763	-0.27851796	0.28737617
chr18	4271260	1.9459102	4.0681114	-2.1222012	accessible_not_acetylated	-2.4932466	0.5840492	-0.03206396	-0.31865263
chr10	56481834	1.0986123	3.2206814	-2.1220691	accessible_not_acetylated	-2.0476525	1.0273321	-0.0012733936	0.19688916
chr22	32207059	0.0	2.1204662	-2.1204662	accessible_not_acetylated	0.86683536	-0.5216317	-0.49930334	-0.59232545
chr17	78232879	0.0	2.120291	-2.120291	accessible_not_acetylated	0.87474847	0.22484708	-0.2292962	-0.10736513
chr10	90858140	1.3862944	3.5062742	-2.1199799	accessible_not_acetylated	-1.5776072	-0.61898327	-0.76989937	-0.9065485
chr8	93916619	2.8332133	4.9531164	-2.119903	accessible_not_acetylated	-1.1435721	-0.41544676	-0.21653557	-0.59852076
chr10	101031198	1.7917595	3.91092	-2.1191604	accessible_not_acetylated	-0.69082046	0.042090416	-0.7581289	-0.37507224
chr6	144285065	1.9459102	4.0648584	-2.1189482	accessible_not_acetylated	-0.4297862	-0.27666974	-0.930449	-0.8437407
chr10	35642325	1.609438	3.7281241	-2.1186862	accessible_not_acetylated	-0.9676206	-0.80409193	-0.9942336	-1.4456978
chr17	79810285	1.609438	3.7269819	-2.117544	accessible_not_acetylated	-1.9160353	-1.2403119	-1.368237	-0.57469916
chr10	65395090	0.6931472	2.8103995	-2.1172523	accessible_not_acetylated	0.77737045	2.5089173	1.2701492	1.3078451
chr10	75428594	0.6931472	2.8102896	-2.1171424	accessible_not_acetylated	0.97102404	1.5970929	0.55121064	0.64389634
chr21	43281167	0.0	2.1170194	-2.1170194	accessible_not_acetylated	-0.5814862	-0.3647542	-0.26749682	-0.66842246
chr12	78864668	0.6931472	2.809543	-2.1163957	accessible_not_acetylated	-0.86128366	-0.7831609	-1.1671158	-1.5758679
chr18	51235365	0.6931472	2.8091154	-2.1159682	accessible_not_acetylated	0.49245715	1.1765535	0.2057643	0.9456556
chr7	22103825	0.0	2.115645	-2.115645	accessible_not_acetylated	0.8260834	0.5120053	-0.48028088	0.10161829
chr20	35604621	0.0	2.1145618	-2.1145618	accessible_not_acetylated	0.56001806	0.009547949	-0.099440575	-0.26644135
chr6	165662100	0.0	2.114335	-2.114335	accessible_not_acetylated	0.5022454	-1.3872592	-1.4698962	-1.6867489
chr7	102478934	1.7917595	3.9050508	-2.1132913	accessible_not_acetylated	-0.061531544	1.4377565	0.72102594	0.7958827
chr17	17812358	1.0986123	3.2114735	-2.1128612	accessible_not_acetylated	0.3816502	0.22984219	-0.3104856	-0.35813904
chr7	96075597	0.0	2.1127946	-2.1127946	accessible_not_acetylated	0.17442155	0.12085748	-0.35273266	-0.6654029
chr22	50484433	0.0	2.1124163	-2.1124163	accessible_not_acetylated	0.23232031	-0.21755707	-0.44319427	-0.39918947
chr6	144856175	0.0	2.1122751	-2.1122751	accessible_not_acetylated	0.3907659	0.26544595	0.047359467	0.14444995
chr7	27096036	2.3025851	4.4145966	-2.1120114	accessible_not_acetylated	-0.7078545	0.71102285	-0.46491718	0.23597717
chr17	78239594	0.0	2.1119099	-2.1119099	accessible_not_acetylated	0.38957095	0.07012558	-0.20109749	-0.26577199
chr6	40251734	1.9459102	4.057472	-2.111562	accessible_not_acetylated	-1.7027442	0.7972641	0.22952318	0.43662405
chr17	74736958	2.1972246	4.3087807	-2.111556	accessible_not_acetylated	-1.7651811	-0.050836563	-0.95737624	-0.56500936
chr6	36600697	1.3862944	3.4974365	-2.1111422	accessible_not_acetylated	0.04700637	0.31609392	0.08864498	0.123468876
chr17	66371194	0.0	2.110643	-2.110643	accessible_not_acetylated	0.95380473	0.7740612	0.027880669	-0.013968945
chr7	101163094	1.0986123	3.2090454	-2.110433	accessible_not_acetylated	-0.081039906	0.45071602	-0.38481092	-0.86931705
chr10	52314280	0.0	2.1099248	-2.1099248	accessible_not_acetylated	0.48609447	-0.9586685	-0.76618695	-1.1540384
chr7	2689117	2.9957323	5.1041365	-2.1084042	accessible_not_acetylated	-2.448712	0.7563772	-0.28100157	0.14519167
chr20	11056580	1.0986123	3.2065566	-2.1079443	accessible_not_acetylated	-0.6538031	1.242914	0.11444473	0.24783754
chr20	4148770	0.0	2.1074207	-2.1074207	accessible_not_acetylated	1.7532287	-0.49598742	-1.034712	-1.4509057
chr8	80874781	0.0	2.1066933	-2.1066933	accessible_not_acetylated	1.5456762	-0.23245096	0.05542898	0.070771694
chr10	49136004	0.0	2.106212	-2.106212	accessible_not_acetylated	0.9086244	0.52502775	0.27616286	0.14359021
chr17	48555451	0.0	2.1061475	-2.1061475	accessible_not_acetylated	0.16414618	-0.8654064	-0.6702702	-0.40093315
chr8	140509305	2.3025851	4.4085875	-2.1060023	accessible_not_acetylated	-1.901556	0.22253561	-0.29198027	-0.19761753
chr10	15088703	1.0986123	3.204459	-2.1058466	accessible_not_acetylated	-0.15042067	-0.08844209	-0.6037109	-0.6288831
chr7	2520398	1.3862944	3.4912457	-2.1049514	accessible_not_acetylated	-2.0183349	-0.3236742	-0.9454949	-0.79625344
chr6	157879939	0.6931472	2.7963505	-2.1032033	accessible_not_acetylated	-0.58135676	0.21891546	-0.054835796	-0.2912867
chr6	139369658	0.0	2.1020503	-2.1020503	accessible_not_acetylated	0.18965745	0.01895523	-0.053423405	-0.09319115
chr10	101566767	1.3862944	3.4880373	-2.101743	accessible_not_acetylated	-1.2187481	-0.27759027	-0.2764511	-0.7365253
chr20	31870115	1.0986123	3.1989162	-2.100304	accessible_not_acetylated	0.08763027	0.2510872	-0.7236457	-0.38533497
chr10	30959609	1.0986123	3.1987853	-2.100173	accessible_not_acetylated	-1.1047359	0.4368713	0.023572922	-0.014439583
chr17	4901063	0.6931472	2.7926993	-2.0995522	accessible_not_acetylated	2.7507262	-0.45420933	0.07970929	-0.87986827
chr7	128869586	1.7917595	3.8906612	-2.0989017	accessible_not_acetylated	-2.7240295	-0.8124347	-1.6328182	-1.3290257
chr8	108355886	0.0	2.0988772	-2.0988772	accessible_not_acetylated	0.15248609	0.5420704	9.7990036e-05	0.09160185
chr7	117575471	0.0	2.0982947	-2.0982947	accessible_not_acetylated	-0.9231659	1.3262072	-0.08320379	-0.11963165
chr12	7131519	1.3862944	3.4844015	-2.098107	accessible_not_acetylated	-1.4293859	0.41053128	-0.38237262	-0.4269979
chr17	75515763	2.944439	5.0406475	-2.0962086	accessible_not_acetylated	-0.92401695	0.26664782	-0.8392415	-0.14176846
chr12	120647155	0.6931472	2.7893207	-2.0961735	accessible_not_acetylated	-0.6346669	0.22245908	-0.4329753	-0.35598612
chr18	4429694	0.6931472	2.7889602	-2.095813	accessible_not_acetylated	-1.0034928	0.26500463	-0.11000061	0.07612538
chr7	100605803	0.6931472	2.7888603	-2.0957131	accessible_not_acetylated	0.65789604	-0.45367718	-0.42806673	-1.0515745
chr12	109713624	1.0986123	3.1930401	-2.0944278	accessible_not_acetylated	0.25106907	-0.040293455	-0.38261008	-0.5116112
chr18	4251438	2.4849067	4.578358	-2.0934515	accessible_not_acetylated	-1.8603563	0.17928076	0.0831399	-0.23786354
chr7	125098646	1.0986123	3.1914759	-2.0928636	accessible_not_acetylated	-0.36901784	1.4118109	0.36256313	0.7074261
chr18	23682697	2.0794415	4.172123	-2.0926814	accessible_not_acetylated	-1.8857362	1.0663595	0.056935787	-0.15586805
chr7	120857930	3.4011974	5.49375	-2.0925527	accessible_not_acetylated	-2.448145	-0.41736364	-0.6270423	-0.15357113
chr18	2522304	0.6931472	2.7848876	-2.0917404	accessible_not_acetylated	-0.2458055	1.1588655	0.19401765	0.29527736
chr12	48996940	2.0794415	4.1706715	-2.09123	accessible_not_acetylated	-1.6598682	0.6455145	-0.3132167	0.16672802
chr20	6632437	0.0	2.0909307	-2.0909307	accessible_not_acetylated	0.30204272	0.91921043	0.34470487	0.3168187
chr21	42242741	1.3862944	3.4768567	-2.0905623	accessible_not_acetylated	-0.17326498	0.77189016	-0.030052185	-0.06401563
chr8	81732587	2.3978953	4.4883738	-2.0904784	accessible_not_acetylated	-1.7011325	0.16085625	-0.34138393	-0.22186136
chr17	77916952	0.0	2.0895789	-2.0895789	accessible_not_acetylated	0.17920208	1.3175199	-0.048975706	0.09906864
chr8	74602077	1.0986123	3.1881638	-2.0895514	accessible_not_acetylated	-0.6885226	0.6399803	-0.14200997	0.17922688
chr8	72075584	0.0	2.0895162	-2.0895162	accessible_not_acetylated	0.90619946	-0.9042294	-0.6354933	-0.9409363
chr17	47695266	1.7917595	3.8809958	-2.0892363	accessible_not_acetylated	-0.7581606	0.41919804	-0.33162332	0.4243703
chr6	53201430	1.0986123	3.1878252	-2.089213	accessible_not_acetylated	-0.28529406	1.0428019	0.20718098	0.3667593
chr8	142634874	0.0	2.0890656	-2.0890656	accessible_not_acetylated	-0.4091046	-1.1274042	-1.1382778	-1.01335
chr8	95802251	3.218876	5.307586	-2.0887103	accessible_not_acetylated	-2.0910566	0.73442554	0.55519104	0.84869146
chr6	31529188	0.6931472	2.7805886	-2.0874414	accessible_not_acetylated	0.0754714	0.72291803	-0.18020296	-0.16793776
chr6	36599940	1.609438	3.6965766	-2.0871387	accessible_not_acetylated	-0.5580094	0.8649125	0.09982276	0.5724044
chr8	30016256	0.0	2.0869865	-2.0869865	accessible_not_acetylated	0.45090032	0.2051158	-0.26294792	-0.06405735
chr22	29306728	1.3862944	3.4727225	-2.0864282	accessible_not_acetylated	0.05647111	-1.1693487	-0.9040544	-1.3253131
chr7	156929945	0.0	2.0863736	-2.0863736	accessible_not_acetylated	0.7642906	0.3528092	-0.12747145	-0.017126799
chr12	19801134	1.3862944	3.472401	-2.0861065	accessible_not_acetylated	-1.0886688	1.4165542	0.04862523	0.16613936
chr18	3924010	0.0	2.0859826	-2.0859826	accessible_not_acetylated	0.8926871	0.7901485	0.6187761	0.33639932
chr12	6812750	0.0	2.0852833	-2.0852833	accessible_not_acetylated	0.12212038	0.45908785	-0.27634215	-0.013970375
chr12	14577308	0.0	2.0852187	-2.0852187	accessible_not_acetylated	-0.028606892	0.3951807	-0.02969265	0.24246883
chr7	30970862	0.0	2.084886	-2.084886	accessible_not_acetylated	0.48559284	0.11856794	0.090773344	0.011380196
chr7	117468665	0.6931472	2.7780123	-2.084865	accessible_not_acetylated	0.2302823	0.82108593	0.002297163	0.1213963
chr18	32470694	1.0986123	3.1832995	-2.0846872	accessible_not_acetylated	-0.780787	-0.5986233	-0.9685831	-1.2611959
chr8	96160792	0.0	2.083719	-2.083719	accessible_not_acetylated	-0.26991773	-1.1703671	-1.1051068	-1.4908326
chr6	104326593	0.6931472	2.7764068	-2.0832596	accessible_not_acetylated	0.6091275	0.22002387	0.30758333	0.17145419
chr6	138692189	2.0794415	4.162479	-2.0830374	accessible_not_acetylated	-1.0132191	0.2619443	-0.8414426	-0.47670102
chr6	90296896	0.0	2.081913	-2.081913	accessible_not_acetylated	1.2492545	-1.0279546	-0.95811296	-1.5821649
chr12	53482158	1.0986123	3.179543	-2.0809307	accessible_not_acetylated	-0.7883487	0.6285329	0.034965754	0.19653869
chr7	76461654	1.7917595	3.8721752	-2.0804157	accessible_not_acetylated	-0.5587044	-0.1869297	0.06351948	0.24187803
chr20	63653476	0.0	2.079206	-2.079206	accessible_not_acetylated	0.47677636	-0.45310163	-1.1988676	-1.0335684
chr17	7350472	2.1972246	4.276412	-2.0791874	accessible_not_acetylated	-0.54525423	0.49113894	-0.5946288	-0.086573124
chr20	5001646	1.7917595	3.8708231	-2.0790637	accessible_not_acetylated	-1.6500318	-0.18009853	-0.82222366	-0.83854556
chr10	86338187	0.0	2.0785542	-2.0785542	accessible_not_acetylated	0.13090229	-0.13509798	-0.14900291	-0.29743838
chr7	41711667	0.0	2.0784621	-2.0784621	accessible_not_acetylated	0.12128973	0.080041885	-0.024735928	0.075206995
chr7	156475374	1.0986123	3.1766782	-2.0780659	accessible_not_acetylated	0.10243654	0.907743	0.47526622	0.16916203
chr7	84194901	1.0986123	3.176457	-2.0778446	accessible_not_acetylated	-0.051813602	0.59173775	-0.22852683	-0.12038541
chr10	21351763	1.0986123	3.1762116	-2.0775993	accessible_not_acetylated	-0.40816832	0.4066193	0.31774068	0.4770279
chr12	123483738	0.0	2.0772095	-2.0772095	accessible_not_acetylated	1.0173941	0.087408304	0.25470066	-0.065063
chr12	49345334	1.0986123	3.1754642	-2.0768518	accessible_not_acetylated	0.46275258	-0.903368	-1.0072322	-0.8450303
chr12	958793	1.609438	3.68604	-2.076602	accessible_not_acetylated	-1.0403299	1.1771665	0.13008475	0.5075197
chr6	138007269	0.6931472	2.769393	-2.0762458	accessible_not_acetylated	0.3830123	0.3268063	0.35325384	0.3844247
chr18	50075978	0.6931472	2.7692158	-2.0760686	accessible_not_acetylated	-0.21712518	0.106529236	0.13293672	0.10726285
chr6	19804803	0.0	2.0755858	-2.0755858	accessible_not_acetylated	2.6346178	-0.5961323	-0.3972559	-1.2467605
chr12	32657738	0.0	2.0754235	-2.0754235	accessible_not_acetylated	0.37967443	0.044616938	-0.29842377	-0.25381076
chr17	75588199	1.609438	3.6846485	-2.0752106	accessible_not_acetylated	-0.6143205	-0.7683983	-1.0031376	-1.171135
chr6	150599363	2.1972246	4.272103	-2.0748782	accessible_not_acetylated	-0.9308851	1.1830459	-0.017978668	0.27831173
chr7	2688201	2.0794415	4.1537457	-2.074304	accessible_not_acetylated	-1.9657693	-0.12355423	-0.9874921	-0.7944789
chr12	75011195	0.0	2.074027	-2.074027	accessible_not_acetylated	0.42351675	1.083725	0.016275406	0.27742767
chr20	46014128	1.609438	3.6833506	-2.0739126	accessible_not_acetylated	-0.83450603	-0.3385756	-0.68731165	-1.0498943
chr6	84033658	0.6931472	2.7670407	-2.0738935	accessible_not_acetylated	0.20823693	-1.125067	-0.78881955	-1.12196
chr17	9576617	2.1972246	4.271103	-2.0738783	accessible_not_acetylated	0.17649078	0.6439233	-0.03147793	0.19298887
chr6	157324178	2.0794415	4.1523805	-2.072939	accessible_not_acetylated	-0.7791655	0.8602524	-0.17347336	0.25165796
chr17	3738833	1.0986123	3.1713412	-2.0727289	accessible_not_acetylated	-0.2154758	0.41292977	-0.04961562	-0.003418684
chr20	6055299	0.0	2.072699	-2.072699	accessible_not_acetylated	0.33817077	0.30982137	-0.044638157	-0.12827194
chr6	138577506	1.0986123	3.1712446	-2.0726323	accessible_not_acetylated	-0.8153429	0.70127463	0.12917209	0.32868576
chr17	9021392	1.9459102	4.0180035	-2.0720932	accessible_not_acetylated	-1.1965988	-0.7945771	-0.9105084	-1.2728133
chr6	17393504	0.0	2.0713925	-2.0713925	accessible_not_acetylated	0.5343201	-0.6872854	-0.8530979	-0.6749823
chr17	72560420	0.0	2.0708456	-2.0708456	accessible_not_acetylated	0.35827136	0.8453078	-0.33099818	-0.4641297
chr8	119499919	0.0	2.0706673	-2.0706673	accessible_not_acetylated	0.23183084	0.70467997	0.07096791	0.19209313
chr20	1802512	1.7917595	3.8619277	-2.0701683	accessible_not_acetylated	0.10018492	0.29320598	-0.24663377	-0.49041677
chr6	165484681	0.6931472	2.7629485	-2.0698013	accessible_not_acetylated	0.521621	0.06764531	0.035259485	-0.03701806
chr17	82330508	0.0	2.0697136	-2.0697136	accessible_not_acetylated	-0.6068604	-0.78250873	-0.93907046	-0.8136091
chr12	1630566	1.3862944	3.4559872	-2.0696929	accessible_not_acetylated	-0.64389634	-0.67264867	-0.95841575	-1.0282943
chr12	89695276	1.9459102	4.0155745	-2.0696642	accessible_not_acetylated	-1.9421802	-0.026373386	-0.051011324	-0.32198143
chr10	34755488	1.609438	3.6788614	-2.0694234	accessible_not_acetylated	-0.9226723	0.5616076	0.088618755	-0.015315056
chr8	141076078	0.0	2.0688627	-2.0688627	accessible_not_acetylated	0.49933314	0.10843277	-0.47363734	-0.5461495
chr12	85424985	2.3025851	4.370555	-2.0679698	accessible_not_acetylated	-2.297936	0.16216469	-0.28991175	-0.5453825
chr7	150974696	1.609438	3.6763992	-2.0669613	accessible_not_acetylated	-0.627501	-0.42810917	-0.92590547	-1.0296264
chr17	38571980	0.6931472	2.7600617	-2.0669146	accessible_not_acetylated	-0.18943405	-0.1305933	-0.43547726	-0.24600077
chr8	141306073	0.6931472	2.760054	-2.066907	accessible_not_acetylated	-0.23631763	-0.232692	-0.31254745	-0.21287322
chr8	22554006	1.3862944	3.45292	-2.0666256	accessible_not_acetylated	-1.2040429	0.443954	-0.6131878	-0.44529223
chr6	87168095	0.0	2.0661428	-2.0661428	accessible_not_acetylated	0.4084673	0.43000078	0.10839248	0.120919704
chr17	77881864	2.8332133	4.8985014	-2.065288	accessible_not_acetylated	-1.7433484	0.30723667	-0.08480501	-0.6302457
chr20	45346403	1.0986123	3.1638277	-2.0652153	accessible_not_acetylated	0.025715351	1.0054643	0.3591311	0.40788245
chr12	32788620	0.0	2.0647407	-2.0647407	accessible_not_acetylated	0.4005556	0.76802397	0.19582748	-0.050310373
chr8	50056640	1.0986123	3.1628199	-2.0642076	accessible_not_acetylated	0.6516895	1.0043106	0.65493345	1.2195315
chr8	10928617	0.0	2.0638323	-2.0638323	accessible_not_acetylated	0.5569861	0.74382997	-0.25441694	0.094602585
chr10	62433344	0.0	2.0627978	-2.0627978	accessible_not_acetylated	2.7861607	2.0147579	0.7022476	1.3263309
chr17	36034513	1.0986123	3.1607106	-2.0620983	accessible_not_acetylated	-0.9707067	1.5061543	0.19488597	0.81389046
chr10	29643283	0.6931472	2.754966	-2.0618188	accessible_not_acetylated	-0.6382215	0.86276317	0.12055516	0.038858414
chr18	4435279	1.7917595	3.8531342	-2.0613747	accessible_not_acetylated	-0.918947	0.34983158	0.139647	0.09141183
chr6	75209115	0.6931472	2.7535825	-2.0604353	accessible_not_acetylated	0.15444088	0.7371206	0.003443718	0.3566649
chr22	50783634	2.4849067	4.5452027	-2.060296	accessible_not_acetylated	-0.1549325	0.67109156	-0.2613964	0.17880392
chr17	65556570	2.3978953	4.457801	-2.0599055	accessible_not_acetylated	-2.4724011	0.38443995	-0.20823956	-0.29403496
chr10	75904912	0.0	2.059744	-2.059744	accessible_not_acetylated	0.8009989	0.39028835	0.072649	0.005539179
chr6	53917582	1.609438	3.6684313	-2.0589933	accessible_not_acetylated	-0.97143745	0.3862877	-0.11069703	-0.00429821
chr10	72000033	0.0	2.0587938	-2.0587938	accessible_not_acetylated	0.46968555	-0.13298976	-0.30372357	-0.23500621
chr6	155088451	1.0986123	3.1570354	-2.058423	accessible_not_acetylated	-0.17479444	1.098217	0.17690396	0.62861633
chr7	49773660	0.0	2.0577774	-2.0577774	accessible_not_acetylated	1.0767581	-1.1308917	-0.98287845	-1.4080874
chr20	36156853	0.0	2.0572867	-2.0572867	accessible_not_acetylated	0.26632214	0.55172896	-0.22324967	-0.22113538
chr6	122872477	1.0986123	3.1549287	-2.0563164	accessible_not_acetylated	-1.0262322	0.7886534	0.14606833	0.4448166
chr22	29072970	1.0986123	3.153594	-2.0549817	accessible_not_acetylated	0.69854736	-0.11932707	-0.84728837	-0.48624182
chr7	49852821	0.0	2.0547187	-2.0547187	accessible_not_acetylated	1.4057636	0.33355165	0.022164106	0.11113548
chr7	54774149	0.0	2.0546641	-2.0546641	accessible_not_acetylated	0.7331445	0.22549772	-0.28632677	-0.22617722
chr8	28316458	0.0	2.0538895	-2.0538895	accessible_not_acetylated	0.37464166	0.042914867	0.03258562	-0.08164847
chr20	54067704	1.609438	3.6631117	-2.0536737	accessible_not_acetylated	-1.5335011	1.5691895	-0.0636549	0.32485342
chr10	75525300	0.0	2.053071	-2.053071	accessible_not_acetylated	0.5982976	0.47065663	0.12957788	0.17619753
chr12	9814332	0.0	2.0519025	-2.0519025	accessible_not_acetylated	-0.043516636	0.46480298	-0.7944541	-0.60768867
chr6	3752036	0.6931472	2.744999	-2.0518517	accessible_not_acetylated	2.2455502	-0.9692733	-0.79566646	-1.3228201
chr10	75296382	0.6931472	2.7441578	-2.0510106	accessible_not_acetylated	-0.09825754	0.4719453	0.17991543	0.29770613
chr20	63554787	2.3025851	4.35324	-2.050655	accessible_not_acetylated	-1.9289126	0.3368349	-0.74344945	-0.23945665
chr12	54009105	0.0	2.0505385	-2.0505385	accessible_not_acetylated	0.25526762	-0.8614824	-0.6661236	-0.87334895
