chr	start	end	k27_obs	k27_pred	ATAC.RPM	err	stratum
chr3	22563762	22564544	0.11985	0.02576	0.71379	0.13728	typical (middle 50%)
chr3	23202220	23204197	1.1527	0.68879	8.76281	1.06583	other
chr3	23611714	23613005	0.11887	0.06586	0.86667	0.22972	other
chr3	23631700	23633318	0.43652	0.08352	1.03863	0.05113	typical (middle 50%)
chr3	23670970	23672802	0.39657	0.0464	1.48089	0.16674	typical (middle 50%)
chr3	23685389	23686181	0.35662	0.16428	0.9718	0.15949	typical (middle 50%)
chr3	23693982	23695310	0.55833	0.07298	0.76688	-0.12913	typical (middle 50%)
chr3	23709413	23710669	0.19976	0.08489	0.82876	0.16484	typical (middle 50%)
chr3	23712825	23713325	0.0799	0.05259	0.55721	0.13976	typical (middle 50%)
chr3	23728700	23729379	0.19976	0.05183	0.64518	0.06801	typical (middle 50%)
chr3	23730945	23731445	0.11887	0.0532	0.57466	0.11183	typical (middle 50%)
chr3	23740404	23741597	0.39657	0.13128	1.00183	0.11112	typical (middle 50%)
chr3	23743677	23744594	0.39657	0.06696	0.68114	-0.05613	typical (middle 50%)
chr3	23750472	23751881	0.0799	0.09303	0.96372	0.32191	other
chr3	23752096	23753067	0.31765	0.08065	1.28081	0.20476	typical (middle 50%)
chr3	23761360	23761860	0.55343	0.10629	1.00491	-0.01671	typical (middle 50%)
chr3	23765150	23766034	0.31863	0.13422	0.79728	0.10402	typical (middle 50%)
chr3	23775154	23776885	0.31961	0.10791	1.68885	0.33068	other
chr3	23783021	23783521	0.15882	0.08456	0.57504	0.10624	typical (middle 50%)
chr3	23797391	23798929	0.91397	0.12198	1.5178	-0.06949	typical (middle 50%)
chr3	23805496	23807683	6.66571	0.80215	14.49966	0.14863	typical (middle 50%)
chr3	23808515	23809015	1.30662	1.11688	4.72742	0.89058	other
chr3	23810143	23811627	7.61375	0.50479	4.72825	-0.76819	other
chr3	23820905	23822368	0.51642	0.30088	2.7247	0.55516	other
chr3	23823582	23824082	0.51446	0.2515	0.78153	0.05847	typical (middle 50%)
chr3	23824396	23826225	2.66202	0.31248	3.62565	-0.18272	other
chr3	23826268	23826768	0.95098	0.24906	1.24681	-0.05226	typical (middle 50%)
chr3	23836172	23837673	0.67525	0.18422	1.86688	0.19859	typical (middle 50%)
chr3	23840507	23841007	0.27966	0.15349	0.83096	0.16243	typical (middle 50%)
chr3	23857446	23858364	1.02893	0.10856	0.77046	-0.35914	other
chr3	23864943	23865871	0.83407	0.11351	1.02965	-0.16863	typical (middle 50%)
chr3	23866053	23866553	0.19976	0.14138	1.1464	0.31534	other
chr3	23869862	23870775	0.5174	0.10835	1.00908	0.00992	typical (middle 50%)
chr3	23873831	23875640	0.47549	0.13156	1.39966	0.16928	typical (middle 50%)
chr3	23880063	23881387	0.91201	0.16306	1.50827	-0.03486	typical (middle 50%)
chr3	23884466	23884966	0.03995	0.06835	1.01721	0.3535	other
chr3	23888331	23889035	0.03995	0.07673	0.72119	0.26249	other
chr3	23893511	23895910	2.66398	0.40323	4.64681	0.00782	typical (middle 50%)
chr3	23904132	23904999	0.59534	0.15494	0.82562	-0.05863	typical (middle 50%)
chr3	23905455	23905955	0.79412	0.27678	0.60467	-0.1561	typical (middle 50%)
chr3	23905985	23906485	1.18677	0.39732	2.039	0.1339	typical (middle 50%)
chr3	23906500	23907000	0.1598	0.16734	0.68218	0.21993	typical (middle 50%)
chr3	23915665	23916165	1.18971	1.46474	2.33628	0.75821	other
chr3	23916465	23918214	30.55254	4.30604	37.0587	0.37301	other
chr3	23923803	23924303	0.43554	0.47959	1.92881	0.58899	other
chr3	23926702	23927202	0.55441	0.06091	1.04462	-0.047	typical (middle 50%)
chr3	23927832	23928332	0.27868	0.16063	0.87182	0.18311	typical (middle 50%)
chr3	23928488	23928988	0.0	0.1246	0.85554	0.39196	other
chr3	23930516	23932055	0.5973	0.19107	1.8897	0.25693	other
chr3	23932803	23933523	0.59534	0.15012	0.93637	-0.02614	typical (middle 50%)
chr3	23935880	23936610	0.0799	0.12058	1.11762	0.39379	other
chr3	23938068	23939115	1.66912	0.52231	3.43203	0.25523	other
chr3	23940634	23941134	2.93187	1.05228	1.45163	-0.20214	other
chr3	23944720	23945525	3.65491	0.67539	10.59197	0.39361	other
chr3	23945720	23946836	9.43778	2.23251	27.50669	0.80368	other
chr3	23953059	23954334	0.27966	0.26342	2.20766	0.60263	other
chr3	23957892	23959809	0.63726	0.11141	1.99888	0.1861	typical (middle 50%)
chr3	23981095	23981795	0.03995	0.07228	0.58311	0.20627	typical (middle 50%)
chr3	23981953	23982892	0.23873	0.06257	1.47369	0.3002	other
chr3	23986863	23987939	0.55441	0.1418	1.18847	0.06881	typical (middle 50%)
chr3	23988631	23989668	0.39755	0.10661	0.88454	0.05077	typical (middle 50%)
chr3	23994229	23995095	0.35956	0.11958	0.86983	0.08511	typical (middle 50%)
chr3	24001400	24003178	0.51544	0.07419	1.12395	0.01453	typical (middle 50%)
chr3	24005157	24006083	0.19976	0.05833	0.61103	0.06111	typical (middle 50%)
chr3	24011819	24013344	0.47843	0.06987	0.89163	-0.03691	typical (middle 50%)
chr3	24018621	24019121	0.03995	0.04225	0.40484	0.10347	typical (middle 50%)
chr3	24019198	24020741	0.31863	0.10546	2.08383	0.41456	other
chr3	24037007	24038430	0.19878	0.07347	0.82537	0.15392	typical (middle 50%)
chr3	24067426	24067926	0.63824	0.10203	0.80208	-0.14014	typical (middle 50%)
chr3	24068949	24069680	0.1978	0.03251	0.6774	0.06319	typical (middle 50%)
chr3	24088477	24089211	0.27672	0.02605	1.18025	0.15638	typical (middle 50%)
chr3	24100019	24101951	0.51838	0.18768	2.30915	0.38915	other
chr3	24102997	24103497	0.03995	0.03691	0.11732	-0.04428	typical (middle 50%)
chr3	24119248	24120825	0.43946	0.06793	0.89386	-0.01129	typical (middle 50%)
chr3	24133198	24135391	0.5973	0.10241	1.39904	0.0637	typical (middle 50%)
chr3	24148742	24149491	0.43554	0.05795	0.86697	-0.02685	typical (middle 50%)
chr3	24156452	24156952	0.27868	0.17245	1.02508	0.24225	other
chr3	24174517	24175017	0.47549	0.07259	0.6218	-0.12822	typical (middle 50%)
chr3	24185752	24186546	4.13923	0.92944	7.4767	0.24091	other
chr3	24212766	24214039	0.35662	0.09777	0.75855	0.02938	typical (middle 50%)
chr3	24215469	24215969	0.31569	0.07339	0.61984	-0.0136	typical (middle 50%)
chr3	24237540	24238458	0.55735	0.12042	2.20718	0.28603	other
chr3	24259193	24259693	0.67819	0.34238	0.80522	0.03414	typical (middle 50%)
chr3	24259770	24261189	3.80884	1.19265	5.23272	0.24373	other
chr3	24264641	24265318	0.63432	0.08146	1.16192	-0.04321	typical (middle 50%)
chr3	24269143	24269643	0.27966	0.06337	0.67463	0.0255	typical (middle 50%)
chr3	24270079	24271661	1.62721	0.29929	2.37534	-0.05697	typical (middle 50%)
chr3	24299789	24300600	1.66618	0.23802	1.12475	-0.40823	other
chr3	24303262	24304023	0.47549	0.14313	1.98446	0.31527	other
chr3	24305705	24306625	0.39755	0.08071	1.08789	0.0909	typical (middle 50%)
chr3	24315981	24317307	0.67231	0.09779	0.96905	-0.1094	typical (middle 50%)
chr3	24336016	24337053	0.39853	0.08381	0.98907	0.06287	typical (middle 50%)
chr3	24341051	24343133	5.59389	0.31426	3.47405	-0.79024	other
chr3	24348132	24348774	3.37231	0.23497	1.19548	-0.88495	other
chr3	24350383	24352124	25.8344	0.712	8.40067	-1.46702	under-predicted 1%
chr3	24352142	24352642	16.87898	1.89062	3.90558	-0.94219	other
chr3	24352844	24353771	10.5368	0.45308	2.28075	-1.44242	under-predicted 1%
chr3	24358980	24360066	1.07378	0.11459	1.38243	-0.1907	other
chr3	24365038	24365538	1.42256	0.09199	0.61566	-0.60849	other
chr3	24367230	24368199	0.75123	0.15799	1.12665	-0.05417	typical (middle 50%)
chr3	24370071	24370819	1.62329	0.20961	1.12869	-0.41408	other
chr3	24372553	24374068	5.27918	0.71387	4.1592	-0.38713	other
chr3	24375793	24378021	7.75885	0.62697	5.80812	-0.59928	other
chr3	24378355	24378855	1.18775	0.29414	1.1296	-0.1647	typical (middle 50%)
chr3	24387743	24389548	1.2277	0.10353	1.4744	-0.24868	other
chr3	24394198	24395149	0.47745	0.11895	0.65693	-0.0739	typical (middle 50%)
chr3	24395964	24396803	0.67231	0.05794	1.03584	-0.1256	typical (middle 50%)
chr3	24399315	24401393	1.34657	0.14053	1.71341	-0.21027	other
chr3	24401474	24402378	0.43652	0.07394	0.88147	-0.00772	typical (middle 50%)
chr3	24419717	24420597	1.07084	0.16758	1.25749	-0.17638	typical (middle 50%)
chr3	24422453	24423322	0.71422	0.13229	0.75086	-0.17634	typical (middle 50%)
chr3	24438399	24439432	0.59828	0.1124	1.26001	0.03493	typical (middle 50%)
chr3	24440525	24442428	2.01986	0.27406	2.45336	-0.20163	other
chr3	24446067	24447012	0.4375	0.11751	0.76273	-0.00922	typical (middle 50%)
chr3	24450546	24451046	0.03995	0.07544	0.64906	0.23462	other
chr3	24451067	24452217	0.55441	0.11748	1.11645	0.02644	typical (middle 50%)
chr3	24462434	24463778	0.43456	0.06738	0.67862	-0.08351	typical (middle 50%)
chr3	24477263	24478118	0.3576	0.10299	0.70429	0.01389	typical (middle 50%)
chr3	24479252	24480252	0.5174	0.10015	0.7643	-0.07842	typical (middle 50%)
chr3	24483785	24484285	1.1478	0.08578	0.71975	-0.45494	other
chr3	24485221	24485934	0.39461	0.10144	0.77229	0.00996	typical (middle 50%)
chr3	24490097	24490597	0.23971	0.40267	1.79519	0.65319	other
chr3	24493814	24497024	25.13783	1.60869	44.28859	-0.0404	typical (middle 50%)
chr3	24502635	24503135	0.23677	0.08156	0.68292	0.07963	typical (middle 50%)
chr3	24505626	24506550	4.88653	1.20436	3.95552	-0.09595	typical (middle 50%)
chr3	24507406	24508141	1.26961	0.13357	0.8202	-0.43168	other
chr3	24509578	24510478	2.85491	0.29291	1.66065	-0.59349	other
chr3	24519250	24520771	3.93261	2.45618	6.66754	0.8024	other
chr3	24521170	24522531	3.09756	0.65258	13.69048	0.65495	other
chr3	24532753	24534241	0.23873	0.08296	0.81904	0.12778	typical (middle 50%)
chr3	24537928	24539361	0.47549	0.16008	1.10456	0.11245	typical (middle 50%)
chr3	24540323	24541542	0.51642	0.10676	0.78485	-0.06457	typical (middle 50%)
chr3	24555724	24556586	0.47843	0.08803	0.56521	-0.13804	typical (middle 50%)
chr3	24562842	24563828	0.3576	0.1218	1.10729	0.16299	typical (middle 50%)
chr3	24578920	24579603	1.47231	0.28202	1.46561	-0.20516	other
chr3	24582668	24583628	0.19878	0.09802	1.2621	0.31012	other
chr3	24586714	24587214	0.39657	0.08018	0.6906	-0.04033	typical (middle 50%)
chr3	24591395	24592810	0.91593	0.0933	0.83397	-0.29375	other
chr3	24601960	24603117	0.95294	0.07459	0.68448	-0.3831	other
chr3	24603356	24604395	0.63726	0.08108	0.68064	-0.20217	other
chr3	24640223	24640723	0.27672	0.0417	0.89486	0.08416	typical (middle 50%)
chr3	24644633	24646985	0.67623	0.09066	2.19688	0.18354	typical (middle 50%)
chr3	24662180	24663870	0.71422	0.08977	2.49431	0.21572	typical (middle 50%)
chr3	24680180	24681540	0.47647	0.05909	2.60862	0.35651	other
chr3	24683461	24684217	0.11887	0.02653	0.74735	0.15099	typical (middle 50%)
chr3	24738031	24739160	0.1598	0.06215	0.64882	0.11302	typical (middle 50%)
chr3	24773718	24774218	0.0	0.02251	0.69533	0.24056	other
chr3	24828513	24830769	0.1598	0.01235	1.56546	0.34031	other
chr3	25427327	25428983	1.2326	0.10766	2.04444	-0.11804	typical (middle 50%)
chr3	25440963	25441667	0.23677	0.05898	1.28504	0.24901	other
chr3	25448652	25449765	0.0799	0.11042	1.07629	0.37241	other
chr3	25565742	25568104	0.83701	0.17444	3.17946	0.33286	other
chr3	25569730	25570387	0.23971	0.10693	0.97873	0.20128	typical (middle 50%)
chr3	25574969	25575469	0.1598	0.13604	1.09064	0.32813	other
chr3	25577037	25577537	0.31961	0.10251	1.17505	0.19373	typical (middle 50%)
chr3	25577674	25578174	0.1978	0.10108	0.82416	0.17972	typical (middle 50%)
chr3	25581838	25582642	0.67623	0.58044	4.85034	0.9308	other
chr3	25584364	25584948	0.31863	0.09913	0.91988	0.11369	typical (middle 50%)
chr3	25591976	25593156	4.13334	0.7769	7.3272	0.14861	typical (middle 50%)
chr3	25593853	25594353	0.15882	0.15053	2.28088	0.62228	other
chr3	25603718	25605079	4.12256	0.66979	3.65894	-0.27311	other
chr3	25648017	25648926	0.55637	0.12844	3.34203	0.48245	other
chr3	25658810	25659512	0.75417	0.49205	1.35184	0.26029	other
chr3	25662999	25665561	31.34176	1.61807	31.30531	-0.46017	other
chr3	25673367	25675127	0.31863	0.07321	1.79697	0.32415	other
chr3	25679590	25680753	0.23873	0.35232	2.13424	0.68873	other
chr3	25686786	25687286	0.31765	0.07358	0.57571	-0.03211	typical (middle 50%)
chr3	25709444	25710945	0.27966	0.05246	1.26845	0.20419	typical (middle 50%)
chr3	25713294	25713979	0.23775	0.1433	0.8739	0.20129	typical (middle 50%)
chr3	25720514	25721372	0.19976	0.10186	0.71794	0.14143	typical (middle 50%)
chr3	25723705	25724461	0.1598	0.10084	0.62489	0.1397	typical (middle 50%)
chr3	25724552	25725559	0.35564	0.1099	0.74756	0.03719	typical (middle 50%)
chr3	25742455	25743813	0.59632	0.07282	0.85951	-0.12154	typical (middle 50%)
chr3	25744326	25745166	0.35564	0.11778	0.65596	0.01074	typical (middle 50%)
chr3	25754148	25755963	0.83505	0.10661	1.29837	-0.09795	typical (middle 50%)
chr3	25764976	25766047	0.31765	0.07227	0.70705	0.01652	typical (middle 50%)
chr3	25769709	25770918	0.51544	0.10352	0.98758	0.00014	typical (middle 50%)
chr3	25773497	25774888	0.55539	0.088	1.08662	-0.00976	typical (middle 50%)
chr3	25781371	25782650	7.65468	2.2489	5.82823	0.10612	typical (middle 50%)
chr3	25782720	25784086	17.28633	1.74521	27.58577	0.08128	typical (middle 50%)
chr3	25788568	25789068	8.99831	0.73115	2.14006	-1.15149	other
chr3	25789743	25790567	22.47506	4.97706	18.1432	0.35987	other
chr3	25798239	25799288	0.31863	0.12512	1.02034	0.16882	typical (middle 50%)
chr3	25811833	25813627	0.71324	0.13118	1.65131	0.08165	typical (middle 50%)
chr3	25820387	25821331	0.59339	0.14957	0.8066	-0.06858	typical (middle 50%)
chr3	25825942	25826906	0.23775	0.07026	0.62296	0.04575	typical (middle 50%)
chr3	25836415	25837800	0.23775	0.09278	0.92851	0.17399	typical (middle 50%)
chr3	25851224	25852313	0.0799	0.03386	0.58713	0.13366	typical (middle 50%)
chr3	25856430	25857605	0.79118	0.0506	1.35963	-0.10932	typical (middle 50%)
chr3	25873445	25873945	0.0799	0.06135	0.26304	0.01766	typical (middle 50%)
chr3	25896757	25897480	0.11985	0.10246	2.4117	0.63815	other
chr3	25897612	25899159	2.3804	0.43731	3.33476	-0.05229	typical (middle 50%)
chr3	25910964	25911464	0.03995	0.02127	0.60906	0.16765	typical (middle 50%)
chr3	25943783	25944784	0.31765	0.06437	1.39022	0.21875	typical (middle 50%)
chr3	26622296	26623478	0.1598	0.01831	0.63669	0.06627	typical (middle 50%)
chr3	27134134	27134634	0.27672	0.0287	0.65015	-0.01452	typical (middle 50%)
chr3	27357603	27358103	0.15784	0.02079	0.63203	0.06862	typical (middle 50%)
chr3	27368596	27369728	0.47941	0.07729	2.63964	0.37689	other
chr3	27462834	27464321	1.18775	0.18741	2.43392	0.04675	typical (middle 50%)
chr3	27464601	27465101	0.90809	0.05965	0.64607	-0.38822	other
chr3	27483005	27484820	2.81594	0.19768	7.55718	0.06766	typical (middle 50%)
chr3	27484841	27485341	0.87206	0.18461	0.66657	-0.24998	other
chr3	27632807	27633614	0.03995	0.028	0.90728	0.28011	other
chr3	27659126	27659860	0.0	0.03366	0.75757	0.27386	other
chr3	27680682	27681883	0.1598	0.14197	1.12606	0.34379	other
chr3	27711745	27713246	0.31765	0.06555	2.33503	0.4273	other
chr3	27714721	27715845	0.1598	0.02845	0.98952	0.19775	typical (middle 50%)
chr3	27721462	27722965	0.0799	0.00858	1.05372	0.2694	other
chr3	27728332	27730707	0.55833	0.0679	2.40405	0.27449	other
chr3	27833886	27834386	0.0	0.0173	0.10023	-0.0338	typical (middle 50%)
chr3	28198051	28200091	1.51422	0.10758	1.86672	-0.27436	other
chr3	28200620	28201960	0.15784	0.06402	0.95696	0.22317	typical (middle 50%)
chr3	28240885	28241882	12.54121	2.48345	20.88087	0.45341	other
chr3	28247287	28247787	0.71226	0.09887	0.62974	-0.2498	other
chr3	28252458	28254203	0.63432	0.12541	1.28127	0.03009	typical (middle 50%)
chr3	28286112	28287040	0.31667	0.05492	1.20672	0.16084	typical (middle 50%)
chr3	28308856	28310485	1.03285	0.16347	1.32379	-0.14336	typical (middle 50%)
chr3	28314947	28316224	0.51838	0.11518	0.99039	0.00959	typical (middle 50%)
chr3	28317148	28317909	0.1978	0.03538	1.46455	0.30558	other
chr3	28325018	28326020	0.19878	0.10648	0.68336	0.13378	typical (middle 50%)
chr3	28328275	28329814	0.39461	0.1083	1.40871	0.20724	typical (middle 50%)
chr3	28342129	28343016	0.51544	0.14701	0.9586	0.02965	typical (middle 50%)
chr3	28347865	28348365	9.96008	2.75576	3.23995	-0.28181	other
chr3	28348392	28350109	35.68392	5.42203	36.50103	0.40402	other
chr3	28667316	28668332	0.15882	0.06096	1.05992	0.25138	other
chr3	29281061	29281561	0.0	0.01784	0.07361	-0.04852	typical (middle 50%)
chr3	30548522	30549022	0.0	0.0348	1.22888	0.42291	other
chr3	30606251	30606944	0.15882	0.04024	1.05851	0.23122	other
chr3	30607023	30607523	0.0799	0.03106	0.34966	0.03001	typical (middle 50%)
chr3	30669281	30669781	0.2777	0.03647	0.59894	-0.02739	typical (middle 50%)
chr3	30671509	30672797	0.3576	0.10807	0.91072	0.08968	typical (middle 50%)
chr3	30894404	30895218	0.15784	0.03306	0.75217	0.1248	typical (middle 50%)
chr3	31074508	31075440	0.19976	0.06774	0.68313	0.09724	typical (middle 50%)
chr3	31077154	31077654	0.99388	0.16866	0.60123	-0.35149	other
chr3	31105919	31107455	1.39339	0.09868	1.05748	-0.43973	other
chr3	31113857	31115349	7.56423	0.27134	2.38052	-1.25943	other
chr3	31221787	31222824	0.31765	0.0682	0.61173	-0.02306	typical (middle 50%)
chr3	31231558	31233527	0.83603	0.10558	1.19682	-0.12756	typical (middle 50%)
chr3	31278080	31279357	0.3576	0.08701	0.87344	0.05822	typical (middle 50%)
chr3	31287524	31289239	0.35956	0.0966	1.29439	0.1918	typical (middle 50%)
chr3	31339963	31340857	0.27868	0.09109	0.81289	0.10141	typical (middle 50%)
chr3	31341052	31341552	0.0799	0.04472	0.71745	0.19325	typical (middle 50%)
chr3	31356872	31357822	2.06569	0.75122	3.93004	0.3231	other
chr3	31364670	31365645	0.59436	0.12025	0.70984	-0.12932	typical (middle 50%)
chr3	31377724	31378676	0.1978	0.09827	0.59173	0.09229	typical (middle 50%)
chr3	31386325	31387568	0.63628	0.07924	0.80287	-0.15956	typical (middle 50%)
chr3	31416277	31417273	0.07892	0.13026	0.96401	0.3564	other
chr3	31417397	31417897	0.0799	0.0841	0.68579	0.21867	typical (middle 50%)
chr3	31422216	31422716	0.59828	0.1888	0.85232	-0.02254	typical (middle 50%)
chr3	31423449	31423949	0.35662	0.14502	0.61196	0.01733	typical (middle 50%)
chr3	31447605	31448953	0.71422	0.0907	2.45956	0.21035	typical (middle 50%)
chr3	31452445	31453841	1.03089	0.71332	4.12884	0.73764	other
chr3	31454419	31456308	0.7951	0.21568	2.71083	0.31639	other
chr3	31461635	31463645	0.67329	0.248	2.52351	0.38064	other
chr3	31472065	31474534	0.71814	0.13824	1.77293	0.11295	typical (middle 50%)
chr3	31476164	31476664	0.23873	0.0947	0.56924	0.04657	typical (middle 50%)
chr3	31481590	31482090	0.27672	0.08634	0.6568	0.04251	typical (middle 50%)
chr3	31485133	31485633	0.19878	0.21137	0.9227	0.30713	other
chr3	31485848	31488080	6.98728	1.82846	10.28317	0.36056	other
chr3	31488373	31489036	1.19069	0.31383	1.52716	-0.04436	typical (middle 50%)
chr3	31491265	31493655	5.79757	0.49057	7.55408	-0.29117	other
chr3	31496493	31497265	0.03995	0.17516	1.16429	0.49262	other
chr3	31498799	31499562	0.5174	0.08293	0.87656	-0.05578	typical (middle 50%)
chr3	31506781	31508223	1.27353	0.18648	1.57532	-0.17167	typical (middle 50%)
chr3	31510170	31511126	0.59828	0.11877	1.44574	0.08981	typical (middle 50%)
chr3	31513915	31514793	0.75319	0.09106	0.91567	-0.17989	other
chr3	31521327	31522596	3.05859	0.80496	4.90222	0.18485	typical (middle 50%)
chr3	31531833	31533132	39.70404	2.89159	48.56564	-0.02718	typical (middle 50%)
chr3	31533249	31534414	6.85664	2.12299	11.52212	0.54099	other
chr3	31544485	31544985	0.27868	0.18173	2.7824	0.63919	other
chr3	31550608	31551108	0.15784	0.0777	0.67113	0.13762	typical (middle 50%)
chr3	31555773	31556565	0.55343	0.09807	0.69357	-0.12926	typical (middle 50%)
chr3	31561776	31562985	0.23971	0.08097	2.76763	0.57859	other
chr3	31565911	31566848	0.47549	0.15717	1.00839	0.08081	typical (middle 50%)
chr3	31566959	31567459	0.23775	0.07663	2.31004	0.49552	other
chr3	31572571	31574112	0.75417	0.11289	1.48341	0.00101	typical (middle 50%)
chr3	31595355	31596901	0.87598	0.10791	1.01657	-0.2003	other
chr3	31637846	31640552	1.22966	0.10917	2.55624	-0.01859	typical (middle 50%)
chr3	31647988	31649347	0.47843	0.08275	0.80691	-0.05349	typical (middle 50%)
chr3	31663130	31664446	0.4375	0.05874	0.88474	-0.02156	typical (middle 50%)
chr3	31679953	31680800	0.19976	0.0492	0.56673	0.03508	typical (middle 50%)
chr3	31685356	31686553	0.2777	0.09973	0.62581	0.04223	typical (middle 50%)
chr3	31692611	31693352	0.1978	0.04292	1.07698	0.20628	typical (middle 50%)
chr3	31695230	31696396	0.3576	0.05795	1.1683	0.12215	typical (middle 50%)
chr3	31713975	31715339	0.19976	0.05606	0.76148	0.11456	typical (middle 50%)
chr3	31724632	31725132	0.11985	0.06321	0.84376	0.21866	typical (middle 50%)
chr3	31761922	31762616	0.75711	0.17446	0.89516	-0.11517	typical (middle 50%)
chr3	31767616	31768407	0.31863	0.19376	1.22023	0.28679	other
