chr	center	observed_log	atac_pred_log	true_residual	class	sequence5p_residual	multimodal5p_residual	residual5p_residual
chr6	28802786	3.218876	4.9887123	-1.7698364	accessible_not_acetylated	-2.0614665	0.31547642	0.080023766
chr7	101744202	2.5649493	4.334755	-1.7698057	accessible_not_acetylated	-1.4377251	-0.64059114	-0.76139617
chr10	48160866	0.0	1.7697875	-1.7697875	accessible_not_acetylated	0.53667235	0.113962054	0.12859833
chr10	35236936	0.0	1.7687902	-1.7687902	accessible_not_acetylated	0.9842911	-0.18698823	-0.06831634
chr17	48148568	2.3978953	4.166354	-1.7684588	accessible_not_acetylated	-1.1704524	-0.25460577	-0.04721117
chr20	62508771	0.6931472	2.4616022	-1.768455	accessible_not_acetylated	-0.71637297	-0.9768746	-0.81745815
chr18	77000632	0.0	1.7680662	-1.7680662	accessible_not_acetylated	-0.10716915	-0.47636878	-0.6784936
chr17	74738391	0.6931472	2.4611268	-1.7679796	accessible_not_acetylated	0.1344595	-0.47344458	-0.54114175
chr8	96227406	0.0	1.7675216	-1.7675216	accessible_not_acetylated	-0.095850706	-0.2621088	-0.30333924
chr8	53588241	0.0	1.767373	-1.767373	accessible_not_acetylated	0.97676647	0.13837922	0.38269126
chr7	73429369	1.0986123	2.8659155	-1.7673032	accessible_not_acetylated	-0.67161226	-0.8529184	-0.79535985
chr8	41905353	0.6931472	2.4599566	-1.7668095	accessible_not_acetylated	0.58361363	0.13224745	0.023483992
chr8	139896840	0.0	1.7665522	-1.7665522	accessible_not_acetylated	0.8037672	0.37600803	0.15259075
chr20	63347671	0.6931472	2.4593406	-1.7661934	accessible_not_acetylated	-0.05793929	-1.3488166	-1.0145208
chr21	45074392	4.1271343	5.8927917	-1.7656574	accessible_not_acetylated	-2.2834508	-0.8727722	-0.86131144
chr8	30555887	1.609438	3.3741884	-1.7647505	accessible_not_acetylated	-0.89213824	-0.94975567	-0.50240993
chr7	91869856	0.0	1.7645545	-1.7645545	accessible_not_acetylated	-0.55291426	-0.09589338	-0.2637099
chr17	62470914	1.3862944	3.1507053	-1.764411	accessible_not_acetylated	-0.16016722	0.31822443	0.3238492
chr22	20247296	2.3025851	4.065939	-1.7633538	accessible_not_acetylated	-2.2407103	-0.8029046	-0.73681545
chr8	143569078	2.8332133	4.5965266	-1.7633133	accessible_not_acetylated	-2.1366994	-1.9326017	-1.8224304
chr20	31845617	0.6931472	2.4564476	-1.7633004	accessible_not_acetylated	0.093192816	0.41728687	-0.4558301
chr18	48828103	1.7917595	3.554736	-1.7629764	accessible_not_acetylated	-0.62764525	-0.6802578	-0.16669464
chr17	19234875	1.0986123	2.8614678	-1.7628555	accessible_not_acetylated	-0.33711314	0.2154584	0.17462397
chr10	107164708	0.0	1.7618265	-1.7618265	accessible_not_acetylated	0.06176734	-1.2112125	-1.2170631
chr18	2846980	2.3978953	4.158906	-1.7610106	accessible_not_acetylated	-1.5812979	-0.55679464	-0.3315668
chr7	98433497	0.0	1.7602232	-1.7602232	accessible_not_acetylated	0.117558956	0.0024256706	-0.29593384
chr7	2804592	1.9459102	3.706111	-1.7602007	accessible_not_acetylated	-0.7394643	-0.42588758	-0.03446603
chr18	31799476	0.6931472	2.4532423	-1.7600951	accessible_not_acetylated	0.21953726	-0.24676514	-0.07018232
chr12	69388552	0.0	1.7597337	-1.7597337	accessible_not_acetylated	0.6604941	-0.121804595	-0.083886266
chr6	107539620	1.3862944	3.1460114	-1.759717	accessible_not_acetylated	-0.6906276	-0.14259315	0.11526966
chr6	168319754	0.0	1.759386	-1.759386	accessible_not_acetylated	0.25744545	-1.2751001	-1.5659797
chr22	20129180	3.2580965	5.016846	-1.7587497	accessible_not_acetylated	-3.14955	0.019346714	-0.28666782
chr12	52023819	2.7725887	4.5311584	-1.7585697	accessible_not_acetylated	-1.6149168	-1.4464297	-1.1472666
chr10	29318707	0.0	1.7581028	-1.7581028	accessible_not_acetylated	0.97199166	-0.094988585	-0.19073594
chr8	142480581	0.6931472	2.4511163	-1.7579691	accessible_not_acetylated	-0.24211597	-0.63161373	-0.28453732
chr6	10412637	1.7917595	3.5491867	-1.7574272	accessible_not_acetylated	-0.8316901	-1.7541733	-1.1573601
chr21	36662070	0.0	1.7571125	-1.7571125	accessible_not_acetylated	0.86072016	0.5368867	0.23720384
chr17	44374903	1.7917595	3.5479417	-1.7561822	accessible_not_acetylated	-0.6124208	-1.2575626	-0.749269
chr22	24651077	1.9459102	3.7017462	-1.755836	accessible_not_acetylated	-0.623924	-1.7667595	-0.5383613
chr17	50055911	1.0986123	2.8523278	-1.7537155	accessible_not_acetylated	0.8763306	-1.2748541	-0.7462678
chr7	101551389	1.7917595	3.5446897	-1.7529302	accessible_not_acetylated	-1.019367	-0.88774776	-0.5622568
chr8	17156568	3.218876	4.9715395	-1.7526636	accessible_not_acetylated	-3.1974726	-1.5768232	-1.4131978
chr8	25184677	0.6931472	2.4456077	-1.7524605	accessible_not_acetylated	0.5257876	-1.4788586	-1.1596456
chr12	109880522	2.7725887	4.5243473	-1.7517586	accessible_not_acetylated	-0.85546756	-0.476871	0.036933422
chr10	13536931	0.6931472	2.4446957	-1.7515485	accessible_not_acetylated	0.1235137	-0.47587514	-0.10284066
chr21	32291812	0.0	1.751068	-1.751068	accessible_not_acetylated	0.5853342	0.083979964	0.27612817
chr8	29064595	1.9459102	3.6961973	-1.750287	accessible_not_acetylated	-1.1578555	-0.3576796	-0.2167151
chr7	27200106	0.0	1.7501596	-1.7501596	accessible_not_acetylated	0.28894413	-1.1444774	-0.8742617
chr7	55657944	0.0	1.7499554	-1.7499554	accessible_not_acetylated	1.4258668	-0.07221782	0.19875538
chr17	17810770	1.609438	3.3592257	-1.7497878	accessible_not_acetylated	1.1108775	-0.45479155	-0.38754225
chr7	1719249	1.0986123	2.848278	-1.7496657	accessible_not_acetylated	-0.18579626	-0.53037786	-0.34656525
chr12	34308709	0.6931472	2.4423897	-1.7492425	accessible_not_acetylated	0.81173325	-0.2746737	-0.232939
chr10	79382686	1.3862944	3.1351354	-1.748841	accessible_not_acetylated	-0.62198186	-0.9752848	-0.15128231
chr6	34027819	1.0986123	2.8472545	-1.7486422	accessible_not_acetylated	-0.11822581	-1.2946012	-0.8638065
chr22	19029453	1.609438	3.357463	-1.748025	accessible_not_acetylated	-0.8812568	-0.9859829	-0.9542322
chr20	31861638	2.1972246	3.944837	-1.7476125	accessible_not_acetylated	-1.2875879	-1.939877	-1.3663132
chr21	29090187	1.0986123	2.8460338	-1.7474215	accessible_not_acetylated	-0.8635354	-0.36189914	-0.2986083
chr17	44829674	1.0986123	2.845877	-1.7472646	accessible_not_acetylated	1.9031312	-1.2122867	-0.47802973
chr8	94949436	3.6888795	5.4357567	-1.7468772	accessible_not_acetylated	-1.3374038	-1.2970076	-0.9167471
chr17	21405135	0.6931472	2.440021	-1.7468739	accessible_not_acetylated	-0.22713542	-0.56979144	-0.2734456
chr7	4631783	2.3978953	4.1439314	-1.746036	accessible_not_acetylated	-2.0744817	-1.0918713	-0.17901897
chr6	75349556	2.1972246	3.943067	-1.7458425	accessible_not_acetylated	-0.7492902	-0.34054065	-0.2474289
chr22	20143361	1.0986123	2.8441105	-1.7454982	accessible_not_acetylated	-1.3563697	-1.0264925	-1.1514713
chr18	500729	0.0	1.7452909	-1.7452909	accessible_not_acetylated	-0.0010656118	-0.91282827	-0.68990517
chr10	89241236	0.0	1.7450039	-1.7450039	accessible_not_acetylated	0.5951936	0.027519703	0.05610478
chr8	55103003	0.0	1.7444766	-1.7444766	accessible_not_acetylated	0.27091908	-0.7551002	-1.0654404
chr8	56558051	0.0	1.7438635	-1.7438635	accessible_not_acetylated	0.9157244	0.19683087	-0.123496056
chr17	2369932	0.6931472	2.4369676	-1.7438204	accessible_not_acetylated	0.26555157	-0.8822949	-0.7383528
chr8	123540381	1.609438	3.3531234	-1.7436855	accessible_not_acetylated	0.45616007	-0.47341204	-0.20921683
chr17	45241826	0.0	1.7435725	-1.7435725	accessible_not_acetylated	-0.2308048	-1.0257895	-1.3986343
chr7	15686683	0.0	1.7431413	-1.7431413	accessible_not_acetylated	1.452998	-0.22582126	-0.28327882
chr17	82077274	2.4849067	4.226971	-1.7420645	accessible_not_acetylated	-2.2489285	-0.49836636	-0.8184624
chr22	16562951	1.0986123	2.8405578	-1.7419455	accessible_not_acetylated	0.08454132	-0.2772162	-0.63030195
chr17	19507559	1.7917595	3.5336843	-1.7419248	accessible_not_acetylated	-0.77295685	-1.6593841	-0.8143654
chr22	20131189	3.218876	4.9604793	-1.7416034	accessible_not_acetylated	-2.443873	-0.3662982	-1.0203176
chr17	32006647	2.9957323	4.7372985	-1.7415662	accessible_not_acetylated	-1.0291245	-0.19396114	-0.26885557
chr6	119078032	3.7612002	5.5025597	-1.7413595	accessible_not_acetylated	-1.7823882	-0.6074796	-0.3640175
chr7	157010776	3.583519	5.3248715	-1.7413526	accessible_not_acetylated	-2.089707	-0.53406	-0.9067383
chr6	44270914	1.0986123	2.8392098	-1.7405975	accessible_not_acetylated	0.43024325	-1.6073928	-1.212931
chr7	2505000	0.6931472	2.4329762	-1.7398291	accessible_not_acetylated	-0.3321805	-1.0220813	-0.8934784
chr17	11599008	1.0986123	2.8382897	-1.7396774	accessible_not_acetylated	0.07714057	-0.6937332	-0.9537182
chr10	84540698	1.7917595	3.531142	-1.7393825	accessible_not_acetylated	-1.491215	-0.67003655	-0.6193936
chr7	120996516	4.26268	6.001525	-1.7388449	accessible_not_acetylated	-4.2223387	-0.91901827	-0.16195059
chr8	60910097	1.0986123	2.8369198	-1.7383075	accessible_not_acetylated	0.0011818409	-0.7906234	-0.606585
chr17	38510591	2.0794415	3.8175316	-1.73809	accessible_not_acetylated	-1.878044	-1.3070922	-0.964617
chr12	122860442	1.7917595	3.529221	-1.7374616	accessible_not_acetylated	-1.1800935	-0.5963373	-0.660367
chr7	44081398	2.8332133	4.5705795	-1.7373662	accessible_not_acetylated	-0.40435648	0.5146451	-0.038006783
chr7	75359230	2.5649493	4.3022494	-1.7373002	accessible_not_acetylated	1.1110086	0.47719717	-0.24837065
chr8	63391509	0.0	1.7372696	-1.7372696	accessible_not_acetylated	1.1380036	-0.091344595	0.28907418
chr10	79444777	3.3672957	5.104508	-1.7372122	accessible_not_acetylated	-2.1973279	-0.6525731	-1.0235114
chr21	42653672	0.6931472	2.4302027	-1.7370555	accessible_not_acetylated	-0.012496233	-1.4971886	-1.077428
chr12	113465374	1.0986123	2.8348172	-1.7362049	accessible_not_acetylated	1.4103248	-1.0446618	-0.3434441
chr17	50468866	0.6931472	2.4292798	-1.7361326	accessible_not_acetylated	0.39459085	-1.2298675	-0.9707134
chr10	49218698	2.0794415	3.8155	-1.7360585	accessible_not_acetylated	-1.6489246	-0.43971014	0.07481241
chr6	68758031	2.3025851	4.0380855	-1.7355003	accessible_not_acetylated	-1.181612	-0.45714402	-0.026712418
chr20	32585329	2.6390574	4.3743763	-1.7353189	accessible_not_acetylated	-1.3774645	-1.2216408	-1.1525812
chr6	117481624	2.3025851	4.0377994	-1.7352142	accessible_not_acetylated	-0.65771484	-0.43888354	0.07201862
chr6	42452177	1.9459102	3.6808662	-1.734956	accessible_not_acetylated	-0.4949963	-1.5435853	-0.8116207
chr7	158496093	0.6931472	2.427645	-1.7344978	accessible_not_acetylated	-0.729514	-0.98907614	-1.1062635
chr12	47942517	0.6931472	2.427536	-1.7343888	accessible_not_acetylated	-0.9277775	-1.263832	-1.290579
chr12	91355584	0.0	1.7338544	-1.7338544	accessible_not_acetylated	0.3537649	0.3414303	-0.1354903
chr6	109691364	3.4965076	5.230323	-1.7338152	accessible_not_acetylated	-0.7965069	-0.3164587	0.0030503273
chr8	74088298	0.0	1.7337202	-1.7337202	accessible_not_acetylated	0.4536506	-0.500414	-0.1399312
chr7	100374037	2.3025851	4.036233	-1.7336478	accessible_not_acetylated	-1.7742503	-0.6009507	-0.62417793
chr7	27113545	1.3862944	3.118016	-1.7317216	accessible_not_acetylated	0.025967121	-1.2438681	-0.5692713
chr6	391738	0.0	1.7313526	-1.7313526	accessible_not_acetylated	1.5618811	-0.92213506	-1.129913
chr8	144354729	1.9459102	3.6754258	-1.7295156	accessible_not_acetylated	-1.5028429	-1.7123883	-1.1472611
chr20	30585387	0.6931472	2.4224896	-1.7293425	accessible_not_acetylated	-0.839213	-1.4135077	-1.2789657
chr21	10574662	0.6931472	2.4221127	-1.7289655	accessible_not_acetylated	0.5385759	-0.34302616	0.006807089
chr18	12660047	0.6931472	2.4218512	-1.728704	accessible_not_acetylated	0.37430644	-0.34782553	-0.05093956
chr7	100966178	3.0445225	4.7731586	-1.728636	accessible_not_acetylated	-2.2300785	-1.0209503	-1.2189198
chr12	56833966	0.0	1.727916	-1.727916	accessible_not_acetylated	1.5289335	0.13754404	0.05136013
chr17	11899693	0.0	1.7272536	-1.7272536	accessible_not_acetylated	0.9652506	0.19161904	-0.18372953
chr7	100219247	0.6931472	2.4202507	-1.7271035	accessible_not_acetylated	-0.03598976	-0.22717333	-0.21797037
chr22	19875965	1.7917595	3.5188193	-1.7270598	accessible_not_acetylated	-1.9150937	-0.4353423	-0.8289757
chr7	97990104	0.0	1.7266715	-1.7266715	accessible_not_acetylated	0.13066387	-0.29175115	-0.2612226
chr7	2519583	1.9459102	3.6715684	-1.7256582	accessible_not_acetylated	-0.91927767	-1.2964258	-0.9438243
chr20	3676814	1.0986123	2.8240333	-1.725421	accessible_not_acetylated	-0.70020485	-0.98816967	-0.87889314
chr17	19031913	0.6931472	2.418485	-1.7253377	accessible_not_acetylated	0.45672202	0.13281202	-0.21490955
chr22	43060424	0.0	1.7247117	-1.7247117	accessible_not_acetylated	1.3238349	-0.07865918	-0.08756101
chr6	37697821	2.5649493	4.289619	-1.7246697	accessible_not_acetylated	-0.7723789	-1.0529244	-0.8262534
chr6	90296909	3.0445225	4.7688413	-1.7243187	accessible_not_acetylated	-1.4197774	-0.9593849	-0.9368973
chr20	34979951	2.4849067	4.2090364	-1.7241297	accessible_not_acetylated	-0.46071434	-1.4115627	-0.7956829
chr22	25334252	0.6931472	2.4171839	-1.7240367	accessible_not_acetylated	0.063536644	-0.23802161	-0.21533537
chr22	50030235	2.1972246	3.921002	-1.7237773	accessible_not_acetylated	-2.4906976	-1.5259547	-1.1780615
chr20	57526675	2.9957323	4.7190547	-1.7233224	accessible_not_acetylated	-2.6334214	-1.9157298	-1.8411765
chr18	50560082	0.6931472	2.4164205	-1.7232733	accessible_not_acetylated	0.40944433	-1.5970258	-1.1893725
chr17	75615631	1.3862944	3.1095443	-1.7232499	accessible_not_acetylated	-1.43723	-1.4582058	-1.1156579
chr10	90857998	1.9459102	3.6686258	-1.7227156	accessible_not_acetylated	-1.9017358	-1.6401179	-0.8104458
chr10	86349006	1.3862944	3.1083472	-1.7220528	accessible_not_acetylated	-1.3825572	-0.88786864	-0.5659559
chr17	43778987	3.8501477	5.571847	-1.7216992	accessible_not_acetylated	-1.9359353	-1.52316	-0.4408927
chr8	37966666	0.6931472	2.4148092	-1.721662	accessible_not_acetylated	0.43099928	0.07642937	-0.5383873
chr7	155466752	0.6931472	2.4146442	-1.721497	accessible_not_acetylated	-0.74549866	-1.4189179	-1.2467939
chr21	13980047	3.4339871	5.1554375	-1.7214503	accessible_not_acetylated	-2.1440783	-0.8353596	-0.8396802
chr7	1059107	2.3025851	4.023809	-1.7212238	accessible_not_acetylated	-1.4239082	-0.889657	-0.62363434
chr22	19662158	2.1972246	3.9181116	-1.720887	accessible_not_acetylated	-2.173093	-0.47021222	-0.3864088
chr10	88835807	0.0	1.7206117	-1.7206117	accessible_not_acetylated	0.8492695	0.44628227	-0.04655552
chr17	48817157	1.7917595	3.512168	-1.7204084	accessible_not_acetylated	-0.77867913	-0.44808245	-0.5238104
chr12	56513915	0.0	1.7199099	-1.7199099	accessible_not_acetylated	0.7042365	0.81716824	-0.08891475
chr7	118196060	1.609438	3.3290215	-1.7195835	accessible_not_acetylated	-1.0973125	0.26019144	-0.015375614
chr8	73983020	1.0986123	2.8181636	-1.7195513	accessible_not_acetylated	-0.63059974	-0.05714035	0.16891956
chr6	106975408	1.9459102	3.6648796	-1.7189693	accessible_not_acetylated	0.10157657	-1.2007852	-0.9892366
chr7	2477806	1.0986123	2.8171272	-1.7185149	accessible_not_acetylated	-0.7873714	-0.38620996	-0.8474239
chr17	21511758	1.0986123	2.817032	-1.7184198	accessible_not_acetylated	1.8437517	-0.8902414	-0.45658875
chr17	61462195	1.3862944	3.104556	-1.7182617	accessible_not_acetylated	0.23414254	-0.49056196	-0.2809105
chr22	24189834	0.6931472	2.4108422	-1.717695	accessible_not_acetylated	-0.3451097	-0.5011946	-0.5763576
chr22	44752557	0.6931472	2.4101958	-1.7170486	accessible_not_acetylated	-0.04491806	-0.9307407	-0.9234208
chr7	8433835	2.3025851	4.0196104	-1.7170253	accessible_not_acetylated	0.16560173	-0.92902136	-0.5693369
chr20	59783236	0.0	1.7168336	-1.7168336	accessible_not_acetylated	0.6549187	-0.20608449	-0.22104025
chr8	37804293	1.0986123	2.8151927	-1.7165804	accessible_not_acetylated	-0.04209757	0.28294897	-0.09836769
chr22	21704000	2.3025851	4.019129	-1.7165437	accessible_not_acetylated	-1.9655745	0.05745983	-0.5757263
chr20	29879061	2.6390574	4.3552866	-1.7162292	accessible_not_acetylated	-1.5395498	0.4884205	-0.08294344
chr17	63484818	1.609438	3.3256269	-1.7161889	accessible_not_acetylated	-1.2171745	-1.1276641	-0.61118364
chr6	123802739	0.0	1.7159696	-1.7159696	accessible_not_acetylated	2.7719917	-0.2143606	-0.091320515
chr22	16748097	2.0794415	3.794721	-1.7152793	accessible_not_acetylated	-0.9899368	0.8163736	-0.17797756
chr17	22508042	0.0	1.7148778	-1.7148778	accessible_not_acetylated	0.51644945	-0.18957889	-0.43494117
chr7	66494780	3.0910425	4.8050146	-1.7139721	accessible_not_acetylated	-1.9847813	-0.5780306	-0.4786992
chr22	22943847	3.3322046	5.0460434	-1.7138388	accessible_not_acetylated	-2.6428618	0.22884512	-0.1680479
chr7	102478949	2.5649493	4.278617	-1.7136676	accessible_not_acetylated	-0.4399476	1.1374302	0.70479774
chr17	51331034	0.6931472	2.4061549	-1.7130077	accessible_not_acetylated	-0.62501884	0.14926243	0.45385027
chr22	11796161	0.0	1.7129563	-1.7129563	accessible_not_acetylated	1.2620999	-0.5576271	-0.019475102
chr21	46006084	0.0	1.7127893	-1.7127893	accessible_not_acetylated	1.4278388	-0.8579168	-0.48454309
chr8	92876565	3.988984	5.7011695	-1.7121854	accessible_not_acetylated	-3.5105944	-1.2139177	0.0018005371
chr21	45555076	2.6390574	4.3511696	-1.7121122	accessible_not_acetylated	-1.9753144	-0.28695726	0.36572838
chr17	35947296	1.0986123	2.810669	-1.7120566	accessible_not_acetylated	-0.24543643	-0.09514475	-0.26319742
chr7	25854975	3.4965076	5.20856	-1.7120523	accessible_not_acetylated	-2.5820177	-0.30570555	-0.3305192
chr10	46462694	0.0	1.7110288	-1.7110288	accessible_not_acetylated	0.6511421	0.30045867	0.22380519
chr18	25989963	2.0794415	3.7902668	-1.7108252	accessible_not_acetylated	-1.3149214	-0.015031099	-0.09923363
chr22	39598554	1.3862944	3.0968823	-1.710588	accessible_not_acetylated	0.11137819	-1.3326133	-0.5679245
chr10	125161345	3.9702919	5.6803126	-1.7100208	accessible_not_acetylated	-2.0190063	-1.3129797	-0.6110935
chr6	37222382	2.944439	4.6544147	-1.7099757	accessible_not_acetylated	-1.9436815	-0.6765175	-1.1319423
chr17	4566880	0.0	1.7095213	-1.7095213	accessible_not_acetylated	0.10341573	0.017165303	-0.17987168
chr7	6938512	1.0986123	2.807936	-1.7093236	accessible_not_acetylated	-0.7014046	-1.4830985	-0.23851705
chr18	59269275	1.3862944	3.095487	-1.7091928	accessible_not_acetylated	-0.8589144	-2.2308142	-1.1065487
chr6	149941931	2.8332133	4.5420914	-1.708878	accessible_not_acetylated	-0.6022353	-0.052283764	-0.28251457
chr22	46116640	1.0986123	2.8074589	-1.7088466	accessible_not_acetylated	-0.5012429	-0.82706034	-0.6054213
chr12	43829739	0.6931472	2.4014466	-1.7082994	accessible_not_acetylated	0.163409	0.16257977	0.07265425
chr8	37700458	0.6931472	2.401317	-1.7081697	accessible_not_acetylated	1.4477756	-0.22379446	-0.29384828
chr10	35643327	2.4849067	4.1926947	-1.707788	accessible_not_acetylated	-1.7077088	-1.314286	-0.7886894
chr21	36141628	1.3862944	3.093858	-1.7075636	accessible_not_acetylated	0.14734316	-0.55762506	0.22168636
chr6	36610496	1.7917595	3.4992664	-1.7075069	accessible_not_acetylated	-0.68782854	0.051169872	0.04475069
chr10	47942685	0.6931472	2.400592	-1.7074449	accessible_not_acetylated	1.1545553	-0.18167567	0.0802784
chr7	146053719	2.1972246	3.904612	-1.7073874	accessible_not_acetylated	-0.74414015	0.47948408	0.28618765
chr7	145749815	1.0986123	2.8058772	-1.7072649	accessible_not_acetylated	0.28976846	-0.27793217	-0.28787923
chr6	110476641	0.0	1.7070982	-1.7070982	accessible_not_acetylated	1.8041849	-1.022383	-0.86636174
chr7	19665595	0.0	1.7067437	-1.7067437	accessible_not_acetylated	-0.6958587	0.21883357	-0.088578224
chr7	75154106	0.6931472	2.3995364	-1.7063892	accessible_not_acetylated	-0.3979175	0.26118302	-0.27465606
chr7	74027788	1.3862944	3.0922422	-1.7059479	accessible_not_acetylated	-1.0144837	-1.0052776	-0.8745618
chr21	14119243	1.3862944	3.092026	-1.7057316	accessible_not_acetylated	-0.57402325	-0.341326	-0.030423164
chr7	458013	0.6931472	2.398861	-1.7057137	accessible_not_acetylated	-0.23795366	-0.75877213	-0.8125584
chr12	3135662	0.6931472	2.3986719	-1.7055247	accessible_not_acetylated	-0.041253805	-0.28551555	-0.13069987
